
"Reference number","2023-00438283"
"Entity number","0465499535"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","ARDENNE PASSION"
"Entity address street","Rue du Purnalet"
"Entity address number","8"
"Entity postal code","6980"
"Entity city","La Roche-en-Ardenne"
"Entity country","Belgique"
"General assembly date","2023-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","9638.32"
"454/9","8658.67"
"111","18592.01"
"13","226343.2"
"14","0"
"16","37581.39"
"17","201273.24"
"1103","0.8"
"1102","1"
"1343","0.8"
"1342","1"
"22","488460.95"
"23","27040.83"
"24","7027.28"
"28","947.03"
"75/76B","120.06"
"132","113628.26"
"133","110900.01"
"12013","0.8"
"12012","1"
"6921","3209.09"
"1003","2.3"
"1002","3.2"
"130/1","1814.93"
"40","5664.99"
"41","3973.33"
"42","33802.05"
"44","13661.45"
"45","10961.65"
"46","319.84"
"1022","90953.61"
"14P","-60045.65"
"1013","3100"
"1012","3100"
"8329","28122.14"
"22/27","522529.06"
"168","37581.39"
"1023","90953.61"
"8199P","167907.4"
"62","90953.61"
"10/49","600480.76"
"65","4441.46"
"21/28","523476.09"
"20/58","600480.76"
"10/11","18592.01"
"10/15","244935.21"
"75","120.06"
"170/4","201273.24"
"1003P","1.1"
"1053","0.8"
"1052","1"
"8395P","953.03"
"8375","6"
"450/3","2302.98"
"54/58","67252.95"
"630","13544.34"
"65/66B","4441.46"
"8059P","0"
"691/2","3209.09"
"8329P","14577.8"
"1013P","2059"
"9903","62297.4"
"9900","179385.62"
"9901","66618.8"
"9906","3209.09"
"9904","61960.63"
"9905","63254.74"
"42/48","116690.92"
"8279","13544.34"
"2053","3.8"
"2052","6"
"8395","947.03"
"440/4","13661.45"
"8169","382743.8"
"47/48","57945.93"
"780","666.37"
"789","1294.11"
"1023P","67575.98"
"8059","0"
"640/8","8268.87"
"50/53","113.4"
"3053","3.5"
"3052","6"
"29/58","77004.67"
"17/49","317964.16"
"8199","550651.2"
"1311","1814.93"
"174/0","201273.24"
"1203","0.8"
"1202","1"
"67/77","1003.14"
