
"Reference number","2026-00163804"
"Entity number","0408569740"
"Accounting period start date","2025-01-01"
"Accounting period end date","2025-12-31"
"Model code","m04-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","BANNEUX, LA VIERGE DES PAUVRES ASBL"
"Entity address street","Rue de l'Esplanade"
"Entity address number","57"
"Entity postal code","4141"
"Entity city","Louveigné (Sprimont)"
"Entity country","Belgique"
"General assembly date","2026-04-14"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Association sans but lucratif"
"40/41","173971.28"
"12031","1"
"12033","1"
"492/3","0"
"1341","5"
"454/9","78895.56"
"1213","5.8"
"1212","3"
"1211","4"
"8525","124938.38"
"164/5","40705.5"
"10","5876417.77"
"13","1000000"
"14","-308293.98"
"16","120705.5"
"17","4310"
"3","32502.1"
"1103","12.1"
"1102","4"
"1343","7.1"
"1101","10"
"1342","4"
"21","0"
"22","2406353.58"
"23","3468.53"
"24","33980.98"
"26","442956.95"
"12132","1"
"12011","7"
"28","0"
"75/76B","21416.46"
"9087","14.4"
"1113","2"
"1111","2"
"12013","7.3"
"12133","0.4"
"12012","1"
"1011","17907"
"1003","14.4"
"1002","4.3"
"1001","12.1"
"8129P","3515.05"
"40","83822.9"
"41","90148.38"
"42","0"
"44","27334.16"
"45","93969.07"
"48","42715.78"
"1022","83590.8"
"1021","504503.01"
"14P","-313438.14"
"1013","20874"
"1012","2967"
"8329","5490339.42"
"12111","2"
"12113","2"
"12121","1"
"22/27","2886760.04"
"162","80000"
"1023","588093.81"
"12123","2.4"
"12122","2"
"8199P","8234660.63"
"62","588093.81"
"10/49","6857158.3"
"65","1105.04"
"21/28","2886760.04"
"20/58","6857158.3"
"10/15","6568123.79"
"75","21416.46"
"1003P","12.7"
"1053","14.1"
"1052","4"
"1051","12"
"178/9","4310"
"8395P","124938.38"
"12101","1"
"8913","4310"
"12103","1"
"450/3","15073.51"
"54/58","554274.7"
"630","169563.02"
"65/66B","1105.04"
"8129","3515.05"
"160/5","120705.5"
"8059P","3515.05"
"8329P","5320776.4"
"1013P","20049"
"9903","5214.29"
"9900","810556.46"
"9901","-15097.13"
"9906","-308293.98"
"9904","5144.16"
"9905","5144.16"
"42/48","164019.01"
"8279","169563.02"
"2053","9.5"
"2052","1"
"2051","9"
"8395","124938.38"
"440/4","27334.16"
"8169","142438.83"
"1023P","536054.99"
"8525P","124938.38"
"8059","3515.05"
"640/8","67996.76"
"50/53","3204585.01"
"490/1","5065.17"
"3053","8.5"
"3052","1"
"3051","8"
"30/36","32502.1"
"29/58","3970398.26"
"17/49","168329.01"
"8199","8377099.46"
"1203","8.3"
"1323","7"
"1202","1"
"1201","8"
"1321","7"
"67/77","70.13"
