
"Reference number","2022-20425871"
"Entity number","0452758980"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","RESIDENCE DE LA FORET"
"Entity address street","Rue de la Foret"
"Entity address number","66"
"Entity postal code","6970"
"Entity city","Tenneville"
"Entity country","Belgique"
"General assembly date","2022-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société privée à responsabilité limitée"
"40/41","101308.73"
"492/3","0"
"454/9","0"
"110","112098"
"111","88686"
"12","1350782.6"
"13","36687.32"
"14","47000"
"17","0"
"22","1860237.72"
"23","0"
"24","0"
"27","18638.3"
"75/76B","0.02"
"133","27818.72"
"694/7","149564.89"
"130/1","8868.6"
"40","101308.73"
"41","0"
"42","235632.98"
"44","19336.67"
"45","45230.84"
"14P","224438.16"
"791/2","64851.22"
"8329","1171559.36"
"22/27","1878876.02"
"8199P","1699652.78"
"62","1602.15"
"10/49","2003529.63"
"65","7035.99"
"21/28","1878876.02"
"20/58","2003529.63"
"10/11","200784"
"10/15","1635253.92"
"75","0.02"
"170/4","0"
"8259","1350782.6"
"450/3","45230.84"
"54/58","19730.69"
"630","37873.11"
"65/66B","7035.99"
"8329P","1133686.25"
"9903","-92363.12"
"9900","-43485.54"
"9901","-85327.15"
"9906","131713.67"
"9904","-92724.49"
"9905","-92724.49"
"42/48","368275.71"
"91711","500000"
"8279","37873.11"
"440/4","19336.67"
"47/48","68075.22"
"172/3","0"
"91611","1860237.72"
"640/8","2366.35"
"490/1","3614.19"
"29/58","124653.61"
"17/49","368275.71"
"8199","1699652.78"
"694","149564.89"
"1311","8868.6"
"8259P","1350782.6"
"91621","565000"
"67/77","361.37"
