
"Reference number","2023-00420824"
"Entity number","0462598641"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","Gite de Thyrifays"
"Entity address street","Thiryfays"
"Entity address number","2"
"Entity postal code","6810"
"Entity city","Chiny"
"Entity country","Belgique"
"General assembly date","2023-08-28"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","8741.52"
"111","18762"
"14","-47985.13"
"22","1535.02"
"23","12437.80"
"24","51966.95"
"75/76B","0.05"
"40","8423"
"41","318.52"
"44","6237.6"
"45","1284.62"
"46","2050"
"14P","-65744.91"
"8329","153282.23"
"22/27","65939.77"
"8199P","174783.38"
"10/49","86990.27"
"65","48.59"
"21/28","65939.77"
"20/58","86990.27"
"70","64312.73"
"10/11","18762"
"10/15","-29223.13"
"75","0.05"
"450/3","1284.62"
"54/58","10008.98"
"630","11873.57"
"65/66B","48.59"
"8329P","153282.23"
"9903","18133.41"
"9900","31142.51"
"9901","18181.95"
"9906","-47985.13"
"9904","17759.78"
"9905","17759.78"
"60/61","35670.22"
"42/48","116213.40"
"76A","2500"
"440/4","6237.60"
"8169","44438.62"
"47/48","106641.18"
"640/8","1086.99"
"490/1","2300"
"29/58","21050.50"
"17/49","116213.4"
"8199","219222.00"
"67/77","373.63"
