
"Reference number","2022-20113544"
"Entity number","0449949841"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","LENTEROM"
"Entity address street","Ieperstraat"
"Entity address number","440"
"Entity postal code","8930"
"Entity city","Menen"
"Entity country","België"
"General assembly date","2022-06-21"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","104086.85"
"492/3","48819.16"
"454/9","3689.76"
"110","50122.18"
"13","7836480.17"
"16","49587.07"
"17","2455190.01"
"22","2059561.21"
"23","80613.38"
"24","61605.3"
"28","282525.01"
"29","1800000"
"75/76B","653418.87"
"132","150228.37"
"133","7686251.8"
"6921","372708.89"
"40","33250"
"41","70836.85"
"42","91691.28"
"44","21676.13"
"45","85435.76"
"8329","317033.48"
"22/27","2201779.89"
"168","49587.07"
"8199P","2334713.95"
"62","2147.81"
"10/49","11908561.99"
"65","156646.93"
"21/28","2484304.9"
"20/58","11908561.99"
"291","1800000"
"10/11","50122.18"
"10/15","7886602.35"
"75","653418.87"
"8365","37950.01"
"170/4","2455190.01"
"8395P","244575"
"450/3","81746"
"54/58","1427807.67"
"630","73479.65"
"65/66B","156646.93"
"691/2","372708.89"
"8329P","243553.83"
"9903","467876.57"
"9900","53237.03"
"9901","-28895.37"
"9906","372708.89"
"9904","366001.3"
"9905","372708.89"
"42/48","1468363.4"
"8279","73479.65"
"8395","282525.01"
"440/4","21676.13"
"8169","184099.42"
"47/48","1269560.23"
"780","2235.86"
"789","6707.59"
"172/3","2455190.01"
"640/8","6504.94"
"50/53","6085458.21"
"490/1","6904.36"
"29/58","9424257.09"
"17/49","3972372.57"
"8199","2518813.37"
"67/77","104111.13"
