
"Reference number","2023-00283903"
"Entity number","0436735669"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Hove Malpertuus"
"Entity address street","Tongersesteenweg"
"Entity address number","145"
"Entity postal code","3770"
"Entity city","Riemst"
"Entity country","België"
"General assembly date","2023-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","34639.48"
"492/3","10160.79"
"1341","1"
"454/9","40516.61"
"1213","6.5"
"1212","9"
"1211","1"
"10","644523.16"
"13","543.34"
"14","-600339.22"
"17","607938.35"
"3","15773.88"
"1103","10.5"
"1102","9"
"1343","1.5"
"1101","5"
"1342","1"
"22","332252.94"
"23","142227.89"
"24","240309.3"
"12011","1"
"75/76B","0.2"
"9087","11"
"130","543.34"
"12013","1"
"1011","3763"
"1003","11"
"1002","11.7"
"1001","3.9"
"130/1","543.34"
"40","24460.58"
"41","10178.9"
"42","100690"
"43","92"
"44","57900.94"
"45","58359.47"
"46","2095"
"1022","242380.57"
"1021","108400.06"
"14P","-601822.5"
"1013","12177"
"1012","8414"
"8329","2157969.84"
"22/27","714790.13"
"1023","350780.63"
"12001","3"
"12003","3"
"8199P","2736006.48"
"62","350780.63"
"10/49","891407.3"
"65","29782.64"
"21/28","714790.13"
"20/58","891407.3"
"10/11","644523.16"
"10/15","44727.28"
"75","0.2"
"170/4","334777"
"1003P","9.2"
"1053","10.5"
"1052","9"
"1051","5"
"178/9","273161.35"
"12101","1"
"8912","591306.96"
"8913","16631.39"
"12103","6.5"
"12102","9"
"450/3","17842.86"
"54/58","121416.04"
"630","69511.22"
"65/66B","29782.64"
"8329P","2088458.62"
"1013P","8488"
"9903","2349.33"
"9900","463794.28"
"9901","32131.77"
"9906","-600339.22"
"9904","1483.28"
"9905","1483.28"
"42/48","228580.88"
"8279","69511.22"
"2053","8.6"
"2052","7"
"2051","4"
"440/4","57900.94"
"8169","136753.49"
"47/48","9443.47"
"1023P","202378.4"
"172/3","334777"
"640/8","11370.66"
"490/1","4787.77"
"3053","7.1"
"3052","8"
"3051","2"
"30/36","15773.88"
"29/58","176617.17"
"17/49","846680.02"
"8199","2872759.97"
"430/8","92"
"100","644523.16"
"1203","4"
"1323","9"
"1322","8"
"1201","4"
"1321","4"
"67/77","866.05"
