
"Reference number","2026-00128860"
"Entity number","0462257557"
"Accounting period start date","2025-01-01"
"Accounting period end date","2025-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","LA FERME DU BOIS LE COMTE"
"Entity address street","KEERBAAN"
"Entity address number","23"
"Entity postal code","2520"
"Entity city","Ranst"
"Entity country","België"
"General assembly date","2026-04-27"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Coöperatieve vennootschap met beperkte aansprakelijkheid"
"40/41","46872.39"
"1341","2"
"454/9","6764.6"
"635/8","65000"
"1213","1.7"
"1212","4"
"164/5","509000"
"10","267367.11"
"13","207710.39"
"16","509000"
"17","35979.72"
"3","7640"
"1103","4.2"
"1102","5"
"1343","3.7"
"1101","2"
"1342","4"
"22","299309.35"
"24","52001.37"
"12132","1"
"75/76B","11313.6"
"130","2705.46"
"133","205004.93"
"12133","0.4"
"6921","29049.03"
"1011","584"
"1003","3"
"1002","4.8"
"1001","0.9"
"130/1","2705.46"
"40","39927.8"
"41","6944.59"
"42","9126.28"
"44","37564.6"
"45","13818.32"
"46","44386.64"
"1022","83363.79"
"1021","16980.97"
"1013","3451"
"1012","2867"
"8329","2025116.36"
"22/27","351310.72"
"1023","100344.76"
"12123","0.8"
"12002","1"
"12122","2"
"12001","2"
"12003","2.5"
"8199P","2371837.08"
"62","100344.76"
"10/49","1124953.06"
"65","1159.54"
"21/28","351310.72"
"20/58","1124953.06"
"10/11","267367.11"
"10/15","475077.5"
"75","11313.6"
"170/4","35979.72"
"1003P","2.6"
"631/4","654"
"1053","4.2"
"1052","5"
"1051","2"
"12103","0.5"
"12102","1"
"450/3","7053.72"
"54/58","719129.95"
"630","115428.72"
"65/66B","1159.54"
"160/5","509000"
"691/2","29049.03"
"8329P","1909687.64"
"1013P","4373"
"9903","29770.22"
"9900","313464.13"
"9901","19616.16"
"9906","29049.03"
"9904","29049.03"
"9905","29049.03"
"42/48","104895.84"
"8279","115428.72"
"440/4","37564.6"
"8169","4590"
"1023P","124082.38"
"172/3","35979.72"
"640/8","12420.49"
"30/36","7640"
"29/58","773642.34"
"17/49","140875.56"
"8199","2376427.08"
"100","267367.11"
"1203","2.5"
"1323","0.5"
"1202","1"
"1322","1"
"1201","2"
"67/77","721.19"
