
"Reference number","2024-00406118"
"Entity number","0412545849"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","Comptoir Général des Rivages (C.G.R)"
"Entity address street","Avenue Reine Elisabeth"
"Entity address number","170"
"Entity postal code","5000"
"Entity city","Namur"
"Entity country","Belgique"
"General assembly date","2024-08-23"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","130284.95"
"9500","29502.76"
"492/3","504.84"
"110","18600"
"111","0"
"8455P","0"
"8525","0"
"13","1860"
"14","167229.43"
"17","650553.57"
"21","5001"
"22","595223.98"
"23","0"
"24","123036.8"
"27","6567.96"
"28","102.59"
"8555","0"
"75/76B","0"
"133","1860"
"8309","399"
"694/7","0"
"130/1","0"
"8129P","4999.5"
"40","14611.96"
"41","115672.99"
"42","25905.59"
"44","832.37"
"45","7195.02"
"8455","0"
"14P","184556.25"
"8329","249634.75"
"22/27","724828.74"
"8199P","344400.6"
"10/49","872680.82"
"8555P","0"
"65","3283.23"
"21/28","729932.33"
"20/58","872680.82"
"10/11","18600"
"10/15","187689.43"
"75","0"
"170/4","650553.57"
"8395P","102.59"
"450/3","7195.02"
"54/58","11961.87"
"630","26519.03"
"65/66B","3283.23"
"8129","9999"
"8059P","15000"
"8329P","228514.22"
"9903","-17317.15"
"9900","13707.11"
"9901","-14033.92"
"9906","167229.43"
"9904","-17326.82"
"9905","-17326.82"
"42/48","33932.98"
"8279","21519.53"
"8395","102.59"
"440/4","832.37"
"8722","0"
"8169","630461.89"
"47/48","0"
"172/3","549386.36"
"8525P","0"
"8179","399"
"91611","595223.98"
"8059","15000"
"640/8","1222"
"490/1","501.67"
"29/58","142748.49"
"8079","4999.5"
"17/49","684991.39"
"8199","974463.49"
"91631","485000"
"694","0"
"1311","0"
"174/0","101167.21"
"91621","100000"
"67/77","9.67"
