
"Reference number","2025-00514218"
"Entity number","0404332424"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","MOULIN HIDEUX"
"Entity address street","MOULIN HIDEUX"
"Entity address number","1"
"Entity postal code","6831"
"Entity city","Noirefontaine (Bouillon)"
"Entity country","Belgique"
"General assembly date","2025-05-05"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","153.42"
"492/3","2788"
"454/9","7446.73"
"111","62000"
"1213","1"
"1211","1"
"5813","182"
"13","22095.82"
"14","-137375.49"
"17","46603.78"
"21","0"
"22","56540.23"
"23","5040.2"
"24","3411.41"
"26","10446.43"
"28","897.09"
"75/76B","3.3"
"132","7603.21"
"133","8292.61"
"1113","1"
"1111","1"
"1011","1763"
"1003","1"
"1001","1"
"130/1","6200"
"8129P","12581"
"40","52.75"
"41","100.67"
"42","14825.81"
"43","5474.91"
"44","20998.89"
"45","7584.96"
"1021","35400"
"14P","-139917.76"
"1013","1763"
"8329","2754681.42"
"12121","1"
"22/27","75438.27"
"1023","35400"
"12123","1"
"8199P","2830119.69"
"62","41255.58"
"10/49","80343.71"
"65","6877.63"
"21/28","76335.36"
"20/58","80343.71"
"10/11","62000"
"10/15","-53279.67"
"75","3.3"
"170/4","46603.78"
"1003P","1"
"1053","1"
"1051","1"
"8395P","897.09"
"450/3","138.23"
"54/58","1110.29"
"630","23429.33"
"65/66B","6877.63"
"8129","12581"
"8059P","12581"
"8329P","2731252.09"
"1013P","1763"
"9903","2695.98"
"9900","76755.43"
"9901","9570.31"
"9906","-137375.49"
"9904","2542.27"
"9905","2542.27"
"42/48","84231.6"
"8279","23429.33"
"8395","897.09"
"440/4","20998.89"
"47/48","35347.03"
"1023P","35400"
"172/3","46603.78"
"8059","12581"
"640/8","2500.21"
"490/1","2744.64"
"29/58","4008.35"
"17/49","133623.38"
"8199","2830119.69"
"58132","182"
"430/8","5474.91"
"1311","6200"
"1323","1"
"1321","1"
"67/77","153.71"
