
"Reference number","2025-00077473"
"Entity number","0466965027"
"Accounting period start date","2023-10-01"
"Accounting period end date","2024-09-30"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","HOTEL CALLECANES"
"Entity address street","Callicannesweg"
"Entity address number","12"
"Entity postal code","8978"
"Entity city","Watou"
"Entity country","België"
"General assembly date","2025-03-31"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","12891"
"492/3","12405"
"9062","638169"
"10","62000"
"13","2951"
"14","-862080"
"15","34027"
"17","2481019"
"3","11275"
"21","758"
"22","2364222"
"23","20586"
"24","89478"
"28","75"
"75/76B","5036"
"130","147"
"133","2804"
"8309","107025"
"130/1","147"
"8129P","642"
"40","12891"
"42","207150"
"43","1318"
"44","43148"
"45","9800"
"14P","-850857"
"8329","2858165"
"22/27","2474286"
"8199P","5499967"
"10/49","2556116"
"65","46130"
"66","19888"
"21/28","2475119"
"20/58","2556116"
"10/11","62000"
"10/15","-763102"
"75","5036"
"170/4","2481019"
"8395P","75"
"8912","413618"
"8913","2067401"
"450/3","9800"
"54/58","34359"
"630","256968"
"65/66B","46130"
"8129","992"
"8922","638169"
"8059P","1750"
"8329P","2708572"
"9903","-10583"
"9900","323439"
"9901","30511"
"9906","-862080"
"9904","-11223"
"9905","-11223"
"42/48","825794"
"8279","256618"
"8395","75"
"892","638169"
"440/4","43148"
"8169","37910"
"47/48","564378"
"172/3","431019"
"8179","205426"
"66A","19888"
"91611","1643795"
"8059","1750"
"640/8","16072"
"490/1","22472"
"30/36","11275"
"29/58","80997"
"8079","350"
"17/49","3319218"
"8199","5332451"
"430/8","1318"
"174/0","2050000"
"91621","153750"
"100","62000"
"67/77","640"
