
"Reference number","2026-00095284"
"Entity number","0672912556"
"Accounting period start date","2024-10-01"
"Accounting period end date","2025-09-30"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","HOTEL O IEPER"
"Entity address street","Molenbergstraat"
"Entity address number","9-11"
"Entity postal code","2000"
"Entity city","Antwerpen"
"Entity country","België"
"General assembly date","2026-04-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","2008.06"
"454/9","6041.55"
"111","18600"
"8455P","0"
"8525","0"
"13","71201.5"
"14","-669310.11"
"17","163214.72"
"23","0"
"24","0"
"26","0"
"28","0"
"8555","0"
"75/76B","61.38"
"133","71200"
"8309","278641.92"
"130/1","1.5"
"8129P","0"
"40","0"
"41","2008.06"
"44","121253.17"
"45","77029.5"
"8455","0"
"14P","-68385.64"
"8329","0"
"22/27","0"
"8199P","774727.58"
"62","60051.62"
"10/49","9734.32"
"8555P","0"
"65","1262.1"
"21/28","0"
"20/58","9734.32"
"10/11","18600"
"10/15","-579508.61"
"75","61.38"
"170/4","163214.72"
"8395P","120"
"8375","120"
"8259","0"
"450/3","70987.95"
"54/58","6491.12"
"630","71693.43"
"65/66B","1262.1"
"8129","0"
"8059P","0"
"8329P","206948.49"
"9903","-600914.3"
"9900","28596.73"
"9901","-599713.58"
"9906","-669310.11"
"9904","-600924.47"
"9905","-600924.47"
"42/48","426028.21"
"76A","37860.86"
"8279","71693.43"
"8395","0"
"440/4","121253.17"
"47/48","227745.54"
"8525P","0"
"8179","774727.58"
"66A","473494.14"
"8059","0"
"640/8","23071.12"
"490/1","1235.14"
"29/58","9734.32"
"17/49","589242.93"
"8199","0"
"1311","1.5"
"8259P","0"
"174/0","163214.72"
"67/77","10.17"
