
"Reference number","2023-00320448"
"Entity number","0405941337"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","EUROPA CAMPING CARAVANING"
"Entity address street","Route de Gembloux"
"Entity address number","180"
"Entity postal code","5310"
"Entity city","Aische-en-Refail"
"Entity country","Belgique"
"General assembly date","2023-06-05"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"492/3","1740"
"10","431334.73"
"13","12752.4"
"14","-466785.35"
"22","66957.55"
"23","234611.91"
"24","1583.5"
"26","5673.89"
"28","1239.47"
"130","12752.4"
"130/1","12752.4"
"44","8276.86"
"45","13372.38"
"14P","-442858.58"
"8329","1298743.87"
"22/27","308826.85"
"8199P","1450342.77"
"10/49","376415.33"
"65","352.33"
"21/28","310066.32"
"20/58","376415.33"
"10/11","431334.73"
"10/15","-22698.22"
"76","1763.01"
"8395P","1239.47"
"450/3","13372.38"
"54/58","64873.4"
"630","27792.61"
"65/66B","352.33"
"8329P","1270951.26"
"9903","-23926.77"
"9900","13074.83"
"9901","-23574.44"
"9906","-466785.35"
"9904","-23926.77"
"9905","-23926.77"
"42/48","397373.55"
"76A","1763.01"
"8279","27792.61"
"8395","1239.47"
"440/4","8276.86"
"8169","157227.95"
"47/48","375724.31"
"640/8","8856.66"
"490/1","1475.61"
"29/58","66349.01"
"17/49","399113.55"
"8199","1607570.72"
"100","431334.73"
