
"Reference number","2024-00294989"
"Entity number","0408223906"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m04-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","HET NATUURVRIENDENHUIS"
"Entity address street","OUDE BAAN"
"Entity address number","110"
"Entity postal code","2910"
"Entity city","Essen"
"Entity country","België"
"General assembly date","2024-06-22"
"Liquidation flag","TRUE"
"Correction flag","FALSE"
"Legal form","Vereniging zonder winstoogmerk"
"40/41","10938.27"
"454/9","2954.68"
"1213","1"
"1211","1"
"14","90941.24"
"1103","1"
"1101","1"
"22","171292.89"
"23","4894.89"
"24","4268.07"
"75/76B","66986.15"
"9087","4.4"
"8309","677.98"
"1011","3782"
"1003","4.4"
"1001","4.4"
"40","2575.88"
"41","8362.39"
"44","42467.04"
"45","10618.19"
"48","71177.61"
"1021","123476.3"
"14P","92604.42"
"1013","3782"
"8329","1459018.99"
"12111","1"
"12113","1"
"22/27","180455.85"
"1023","123476.3"
"8199P","1638701.9"
"62","123476.3"
"10/49","215204.08"
"65","664.68"
"66","1167.32"
"21/28","180455.85"
"20/58","215204.08"
"10/15","90941.24"
"75","521.22"
"76","66464.93"
"1003P","7"
"1053","1"
"1051","1"
"8395P","200"
"8375","200"
"450/3","7663.51"
"54/58","22527.85"
"630","24342.19"
"65/66B","664.68"
"8329P","1435354.78"
"1013P","5913"
"9903","-1663.18"
"9900","85058.7"
"9901","-67984.65"
"9906","90941.24"
"9904","-1663.18"
"9905","-1663.18"
"42/48","124262.84"
"76B","66464.93"
"8279","24342.19"
"2053","7"
"2051","7"
"440/4","42467.04"
"8169","4840"
"1023P","150781.8"
"8179","4067.06"
"66A","1167.32"
"640/8","4057.54"
"490/1","1282.11"
"3053","8"
"3051","8"
"29/58","34748.23"
"17/49","124262.84"
"8199","1639474.84"
"1323","1"
"1321","1"
