
"Reference number","2025-00298243"
"Entity number","0428422967"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","De Wit"
"Entity address street","Nieuwebosstraat A"
"Entity address number","1"
"Entity postal code","9000"
"Entity city","Gent"
"Entity country","België"
"General assembly date","2025-06-17"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","324194.66"
"492/3","817.2"
"454/9","3097.31"
"111","90000"
"1213","4"
"1333","0.3"
"1212","10"
"1332","1"
"13","91010.17"
"14","87667.59"
"17","906591.99"
"3","756.89"
"1103","3"
"1102","5"
"1343","0.2"
"1342","1"
"22","881893.89"
"23","409133.51"
"24","2373.64"
"75/76B","2927.92"
"133","87517.55"
"1113","1"
"1112","5"
"6921","0"
"8309","16500"
"1011","9"
"1003","3.8"
"1002","8.3"
"1001","0.1"
"130/1","3492.62"
"40","18096.16"
"41","306098.5"
"42","132231.24"
"43","26215.24"
"44","42809.59"
"45","32514.16"
"46","2498.6"
"1022","171869.91"
"1021","240.98"
"14P","6639.8"
"1013","6428"
"1012","6419"
"12112","10"
"8329","1127677.18"
"12113","4"
"22/27","1293401.04"
"1023","172110.89"
"8199P","2437578.22"
"62","172110.89"
"10/49","1623223.07"
"65","62516.54"
"21/28","1293401.04"
"20/58","1623223.07"
"10/11","90000"
"10/15","268677.76"
"75","2927.92"
"170/4","906591.99"
"1003P","5.3"
"1053","4"
"1052","10"
"1051","0"
"8259","0"
"450/3","29416.85"
"54/58","407.37"
"630","114866.87"
"65/66B","62516.54"
"691/2","0"
"8329P","1029310.31"
"1013P","6301"
"9903","106119.02"
"9900","489823.35"
"9901","165707.64"
"9906","87667.59"
"9904","81027.79"
"9905","81027.79"
"42/48","447136.12"
"8279","114866.87"
"2053","8.2"
"2052","23"
"2051","1"
"440/4","42809.59"
"47/48","210867.29"
"1023P","166666.97"
"172/3","906591.99"
"8179","16500"
"640/8","37137.95"
"490/1","4463.11"
"3053","9.7"
"3052","21"
"3051","2"
"30/36","756.89"
"29/58","329822.03"
"17/49","1354545.31"
"8199","2421078.22"
"430/8","26215.24"
"1311","3492.62"
"8259P","0"
"1323","3.5"
"1322","8"
"67/77","25091.23"
