
"Reference number","2024-00400483"
"Entity number","0462362178"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","HOSTELLERIE D'INZEPRE"
"Entity address street","Route de Bomal"
"Entity address number","13"
"Entity postal code","6940"
"Entity city","Durbuy"
"Entity country","Belgique"
"General assembly date","2024-06-04"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","105.77"
"454/9","4244.32"
"110","18592.01"
"635/8","-30000"
"1213","1.5"
"1212","4"
"13","1859.2"
"14","-91113.92"
"17","50000"
"3","18154.27"
"1103","1.6"
"1102","3"
"22","11459.59"
"23","18850.37"
"24","36325"
"27","243.53"
"75/76B","375.1"
"133","1859.2"
"1113","0.8"
"1112","4"
"12013","0.1"
"12012","1"
"1003","2.4"
"1002","6.4"
"8129P","74368.06"
"41","105.77"
"42","3160"
"44","25043.07"
"45","8431.73"
"46","16879"
"1022","74165.28"
"14P","-40300.81"
"1013","3355"
"1012","3355"
"8329","924554.24"
"22/27","66878.49"
"1023","74165.28"
"12002","2"
"12003","0.8"
"8199P","982242.91"
"62","74165.28"
"10/49","176886.12"
"65","1685.16"
"21/28","66878.49"
"20/58","176886.12"
"10/11","18592.01"
"10/15","-70662.71"
"75","375.1"
"170/4","50000"
"1003P","2.8"
"1053","2.4"
"1052","7"
"12103","1.5"
"12102","4"
"450/3","4187.41"
"54/58","91747.59"
"630","31632.67"
"65/66B","1685.16"
"8129","74368.06"
"8059P","74368.06"
"8329P","892921.57"
"1013P","4298"
"9903","-50550.08"
"9900","42141.3"
"9901","-49240.02"
"9906","-91113.92"
"9904","-50813.11"
"9905","-50813.11"
"42/48","197548.83"
"76A","233.83"
"8279","31632.67"
"2053","19.9"
"2052","31"
"2051","7"
"440/4","25043.07"
"8169","9189.82"
"47/48","144035.03"
"1023P","86673.03"
"66A","90.01"
"8059","74368.06"
"640/8","15493.36"
"3053","19.9"
"3052","33"
"3051","7"
"30/36","18154.27"
"29/58","110007.63"
"17/49","247548.83"
"8199","991432.73"
"174/0","50000"
"1203","0.9"
"1323","2.4"
"1202","3"
"1322","7"
"67/77","263.03"
