
"Reference number","2023-00047312"
"Entity number","0474327030"
"Accounting period start date","2021-10-01"
"Accounting period end date","2022-09-30"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","TORENHUIS"
"Entity address street","Sporkijnstraat,"
"Entity address number","19"
"Entity postal code","8630"
"Entity city","Veurne"
"Entity country","België"
"General assembly date","2023-03-17"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","0"
"492/3","8121.43"
"454/9","750"
"111","18600"
"14","-13797.89"
"17","659941.44"
"3","5380.29"
"22","666479.22"
"23","12083.15"
"24","15760.27"
"75/76B","117.59"
"40","0"
"41","0"
"42","54983.27"
"44","14561"
"45","18527.24"
"14P","-40599.23"
"8329","477004.84"
"22/27","694322.64"
"8199P","1167054.67"
"10/49","774882.76"
"65","24754.04"
"21/28","694322.64"
"20/58","774882.76"
"10/11","18600"
"10/15","4802.11"
"75","117.59"
"170/4","659941.44"
"450/3","17777.24"
"54/58","75179.83"
"630","20401.19"
"65/66B","24754.04"
"8329P","456603.65"
"9903","36847.29"
"9900","88043.75"
"9901","61483.74"
"9906","-13797.89"
"9904","26801.34"
"9905","26801.34"
"42/48","102017.78"
"8279","20401.19"
"440/4","14561"
"8169","4272.81"
"47/48","13946.27"
"172/3","92441.44"
"91611","666479.22"
"640/8","6158.82"
"30/36","5380.29"
"29/58","80560.12"
"17/49","770080.65"
"8199","1171327.48"
"174/0","567500"
"91621","729733.81"
"67/77","10045.95"
