
"Reference number","2026-00040712"
"Entity number","0418242224"
"Accounting period start date","2025-01-01"
"Accounting period end date","2025-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Green"
"Entity address street","Dantelaan"
"Entity address number","4"
"Entity postal code","8420"
"Entity city","De Haan"
"Entity country","België"
"General assembly date","2026-02-09"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","237.66"
"454/9","1500"
"111","130144.1"
"13","49980.61"
"14","7.2"
"17","72957.9"
"22","227460.3"
"23","4222.42"
"24","5978.06"
"75/76B","1000.65"
"133","36966.2"
"694/7","33000"
"130/1","13014.41"
"41","237.66"
"42","22364.71"
"45","4789.35"
"8329","445178.27"
"22/27","237660.78"
"8199P","679162.33"
"10/49","327207.56"
"65","2774.81"
"21/28","237660.78"
"20/58","327207.56"
"10/11","130144.1"
"10/15","180131.91"
"75","1000.65"
"170/4","72957.9"
"8912","66594.9"
"8913","6363"
"450/3","3289.35"
"54/58","89309.12"
"630","39227.73"
"65/66B","2774.81"
"8329P","405950.54"
"9903","44009.6"
"9900","94800.94"
"9901","45783.76"
"9906","33007.2"
"9904","33007.2"
"9905","33007.2"
"42/48","74117.75"
"8279","39227.73"
"8169","3676.72"
"47/48","46963.69"
"172/3","72957.9"
"640/8","9789.45"
"29/58","89546.78"
"17/49","147075.65"
"8199","682839.05"
"694","33000"
"1311","13014.41"
"67/77","11002.4"
