
"Reference number","2025-00448643"
"Entity number","0635796990"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","The Collector's House"
"Entity address street","Wolstraat"
"Entity address number","16"
"Entity postal code","2000"
"Entity city","Antwerpen"
"Entity country","België"
"General assembly date","2025-08-23"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","23298.79"
"492/3","0"
"454/9","2644.44"
"111","150000"
"8455P","0"
"8525","0"
"12","615780.43"
"13","13888.98"
"14","66632.65"
"16","304162.61"
"17","431543.42"
"1103","0.5"
"1102","1"
"1343","0.5"
"1342","1"
"22","1713234.42"
"23","2192.66"
"24","39575.18"
"28","0"
"8555","0"
"75/76B","160.7"
"133","10888.98"
"12013","0.5"
"12012","1"
"8309","6272.77"
"1003","0.5"
"1002","1"
"130/1","3000"
"40","16690.36"
"41","6608.43"
"42","28671.11"
"43","791.27"
"44","11130.33"
"45","9355.6"
"8455","0"
"14P","103720.72"
"1013","912"
"1012","912"
"8329","330454.03"
"22/27","1755002.26"
"168","304162.61"
"8199P","1417503.9"
"62","18676.4"
"10/49","1863211.01"
"8555P","0"
"65","22930.38"
"21/28","1755002.26"
"20/58","1863211.01"
"10/11","150000"
"10/15","846302.06"
"75","160.7"
"170/4","431543.42"
"1003P","0.5"
"1053","0.5"
"1052","1"
"1051","0"
"8395P","682313.15"
"8375","682313.15"
"8259","626669.41"
"450/3","6711.16"
"54/58","82254.35"
"630","45436.01"
"65/66B","32290.9"
"8329P","291290.79"
"1013P","239"
"9903","-45565.59"
"9900","63959.31"
"9901","-13435.39"
"9906","66632.65"
"9904","-37088.07"
"9905","-37088.07"
"42/48","281202.92"
"76A","4932.77"
"8279","45436.01"
"8395","0"
"440/4","11130.33"
"8169","50122.98"
"47/48","231254.61"
"780","9194.73"
"1023P","4383.07"
"172/3","431543.42"
"8525P","0"
"8179","8840"
"66A","0"
"66B","9360.52"
"640/8","13282.29"
"490/1","2655.61"
"29/58","108208.75"
"17/49","712746.34"
"8199","1458786.88"
"430/8","791.27"
"1311","3000"
"8259P","626669.41"
"1203","0.5"
"1202","1"
"67/77","717.21"
