
"Reference number","2025-00556673"
"Entity number","0540952073"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","COSMOS HOTEL"
"Entity address street","Rue Woeringen"
"Entity address number","5"
"Entity postal code","1000"
"Entity city","Bruxelles"
"Entity country","Belgique"
"General assembly date","2025-06-05"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","209629.48"
"1341","3"
"454/9","34361.22"
"111","12400"
"1213","1.9"
"1212","2"
"1211","1"
"13","21860"
"14","122905.55"
"17","185198.84"
"1103","1.5"
"1102","4"
"1343","4.1"
"1342","4"
"23","3793.06"
"24","5597.3"
"26","127254.38"
"12011","2"
"28","480"
"133","20000"
"1113","3.6"
"1112","2"
"1111","3"
"12013","3.2"
"12012","4"
"1011","6459"
"1003","6"
"1002","6.3"
"1001","3.7"
"130/1","1860"
"40","80798.86"
"41","128830.62"
"43","25071.36"
"44","11295.03"
"45","34361.22"
"1022","90269"
"1021","159152"
"14P","63162.95"
"1013","10195"
"1012","3736"
"12112","1"
"8329","462059.72"
"12111","1"
"12113","1.4"
"22/27","136644.74"
"1023","249421"
"8199P","575101.11"
"62","235995.13"
"10/49","413092"
"65","230.65"
"21/28","137124.74"
"20/58","413092"
"10/11","12400"
"10/15","157165.55"
"1003P","7"
"1053","5.1"
"1052","6"
"1051","3"
"178/9","185198.84"
"8395P","480"
"12103","0.5"
"12102","1"
"54/58","65897.62"
"630","26677.57"
"65/66B","230.65"
"8329P","435382.15"
"1013P","11777"
"9903","65632.51"
"9900","334124.06"
"9901","65863.16"
"9906","122905.55"
"9904","59742.6"
"9905","59742.6"
"42/48","70727.61"
"76A","30038.85"
"8279","26677.57"
"2053","2.9"
"2052","2"
"2051","2"
"8395","480"
"440/4","11295.03"
"8169","23603.35"
"1023P","276940"
"66A","4315.86"
"640/8","1272.34"
"439","25071.36"
"490/1","440.16"
"3053","3.1"
"3052","3"
"3051","2"
"29/58","275967.26"
"17/49","255926.45"
"8199","598704.46"
"1311","1860"
"1203","3.2"
"1323","1"
"1202","4"
"1322","2"
"1201","2"
"67/77","5889.91"
