
"Reference number","2023-00266243"
"Entity number","0459808506"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Kasteelhoeve Viconia"
"Entity address street","Kasteelhoevestraat"
"Entity address number","2"
"Entity postal code","8600"
"Entity city","Diksmuide"
"Entity country","België"
"General assembly date","2023-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","2384.47"
"492/3","1534.73"
"454/9","1141.79"
"1213","0.5"
"1212","1"
"10","62000"
"13","1136446.61"
"14","1038966.12"
"3","8987.44"
"1103","0.5"
"1102","1"
"22","115999.22"
"23","23780.04"
"24","67872.62"
"75/76B","28070.89"
"130","6200"
"132","116150"
"133","1014096.61"
"6921","53194.99"
"694/7","10000"
"1003","0.5"
"1002","1.1"
"1001","0"
"130/1","6200"
"40","1336.47"
"41","1048"
"44","15969.72"
"45","14609.26"
"46","16835.25"
"1022","14797.75"
"14P","1038966.12"
"1013","685"
"1012","685"
"12112","1"
"8329","1104156"
"12113","0.5"
"22/27","207651.88"
"1023","14797.75"
"8199P","1273529.32"
"62","14797.75"
"10/49","2320473.25"
"65","2725.65"
"21/28","207651.88"
"20/58","2320473.25"
"10/11","62000"
"10/15","2237412.73"
"75","28070.89"
"1003P","0.6"
"1053","0.5"
"1052","1"
"1051","0"
"450/3","13467.47"
"54/58","998600.31"
"630","26753.99"
"65/66B","2725.65"
"691/2","53194.99"
"8329P","1077402.01"
"1013P","684"
"9903","135475.77"
"9900","159884"
"9901","110130.53"
"9906","1102161.11"
"9904","105294.99"
"9905","63194.99"
"42/48","81525.79"
"76A","0"
"8279","26753.99"
"2053","0.8"
"2052","1"
"440/4","15969.72"
"8169","38278.56"
"47/48","34111.56"
"789","0"
"1023P","14057.43"
"640/8","8201.73"
"50/53","1089300.12"
"490/1","13549.03"
"3053","0.8"
"3052","1"
"30/36","8987.44"
"29/58","2112821.37"
"689","42100"
"17/49","83060.52"
"8199","1311807.88"
"695","10000"
"100","62000"
"1323","0.5"
"1322","1"
"67/77","30180.78"
