
"Reference number","2025-00266032"
"Entity number","0635814214"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","Guest 36"
"Entity address street","Rue Villa Hermosa"
"Entity address number","10"
"Entity postal code","1000"
"Entity city","Bruxelles"
"Entity country","Belgique"
"General assembly date","2025-06-20"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","24437.76"
"111","18600"
"14","62925.75"
"15","61187.98"
"16","50331.37"
"17","184232.80"
"22","431104.27"
"75/76B","3031.84"
"8129P","8000"
"40","24400"
"41","37.76"
"42","27764.95"
"44","3599.27"
"45","4590.13"
"14P","32959.77"
"8329","181312.78"
"22/27","431104.27"
"168","50331.37"
"8199P","612417.05"
"10/49","471734.71"
"65","7598.93"
"21/28","431104.27"
"20/58","471734.71"
"10/11","18600"
"10/15","142713.73"
"75","3031.84"
"170/4","184232.80"
"450/3","4590.13"
"54/58","16192.68"
"630","22154.56"
"65/66B","7598.93"
"753","3029.28"
"8129","8000"
"8059P","8000"
"8329P","159158.22"
"9903","28833.11"
"9900","58922.18"
"9901","33400.20"
"9906","62925.75"
"9904","29965.98"
"9905","29965.98"
"42/48","94456.81"
"8279","22154.56"
"440/4","3599.27"
"47/48","58502.46"
"780","1132.87"
"172/3","184232.80"
"8059","8000"
"640/8","3367.42"
"29/58","40630.44"
"17/49","278689.61"
"8199","612417.05"
