
"Reference number","2024-00212996"
"Entity number","0442904176"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","MARIVAUX"
"Entity address street","BOULEVARD ADOLPHE MAX"
"Entity address number","98"
"Entity postal code","1000"
"Entity city","Bruxelles"
"Entity country","Belgique"
"General assembly date","2024-05-14"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","4019228.02"
"9500","3873548.06"
"492/3","77691.73"
"1341","13"
"454/9","324279.26"
"9062","6432739.46"
"1213","23.5"
"1212","1"
"1211","23"
"10","987000"
"12","2256764.69"
"13","4728839.63"
"14","-1959233.5"
"15","297218.75"
"16","750000"
"17","3687328.63"
"3","64791.23"
"1103","38.9"
"1102","2"
"1343","13.9"
"1101","38"
"1342","2"
"22","3331764.83"
"23","2942411.07"
"24","30553.47"
"26","2835.32"
"12011","15"
"28","609.13"
"12131","2"
"29","1861360"
"75/76B","93787.83"
"9087","48.5"
"130","31854.32"
"132","2250000"
"133","2446985.31"
"1113","4"
"1111","4"
"12013","15.4"
"12133","2"
"12012","1"
"12021","4"
"1011","56460"
"1003","48.5"
"1002","2.6"
"1001","47.1"
"12023","4"
"130/1","31854.32"
"40","89690.82"
"41","3929537.2"
"42","2745410.83"
"44","192128.1"
"45","583339.23"
"1022","64744.55"
"1021","1899936.2"
"14P","-3567610.73"
"1013","58384"
"1012","1924"
"12112","1"
"8329","24718760.9"
"12111","20"
"12113","20.5"
"12121","1"
"22/27","6307564.69"
"168","750000"
"1023","1964680.75"
"12123","1"
"8199P","26244046.77"
"62","1964680.75"
"10/49","14346592.21"
"65","201241.15"
"21/28","6308173.82"
"20/58","14346592.21"
"291","1861360"
"10/11","987000"
"10/15","6310589.57"
"75","93787.83"
"76","79965.43"
"170/4","3687328.63"
"1003P","42.3"
"1053","42.9"
"1052","2"
"1051","42"
"8395P","1997.75"
"8912","3305993.91"
"8913","381334.72"
"8375","1388.62"
"8259","4685000"
"450/3","259059.97"
"54/58","554973.64"
"630","864048.18"
"65/66B","201241.15"
"753","38098.3"
"8922","6432739.46"
"8329P","23854712.72"
"1013P","43444"
"9903","1830372.75"
"9900","5135427.77"
"9901","1937826.07"
"9906","-1959233.5"
"9904","1608377.23"
"9905","1608377.23"
"42/48","3520982.28"
"76A","79965.43"
"8279","864048.18"
"2053","25.8"
"2052","1"
"2051","25"
"8395","609.13"
"892","6432739.46"
"440/4","192128.1"
"8169","97278.82"
"47/48","104.12"
"1023P","1432418.97"
"172/3","3687328.63"
"91611","331764.83"
"640/8","368872.77"
"50/53","1500775.97"
"490/1","37289.53"
"3053","31.6"
"3052","2"
"3051","30"
"30/36","64791.23"
"29/58","8038418.39"
"17/49","7286002.64"
"8199","26341325.59"
"8259P","4685000"
"91621","11545000"
"100","987000"
"1203","19.4"
"1323","29"
"1202","1"
"1201","19"
"1321","29"
"67/77","221995.52"
