
"Reference number","2025-00085780"
"Entity number","0424565337"
"Accounting period start date","2023-10-01"
"Accounting period end date","2024-09-30"
"Model code","m07-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","Square Mile"
"Entity address street","Bld Clovis"
"Entity address number","16"
"Entity postal code","1000"
"Entity city","Bruxelles"
"Entity country","Belgique"
"General assembly date","2025-04-29"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","856.62"
"492/3","3309.46"
"454/9","5936.68"
"10","20000"
"13","225207.4"
"14","2880.92"
"16","84039.13"
"17","1359660.65"
"21","168021.64"
"22","1517819.21"
"24","11946.98"
"28","76835.2"
"75/76B","53.29"
"130","2000"
"132","163207.4"
"133","60000"
"130/1","2000"
"8129P","36804.77"
"40","342.72"
"41","513.9"
"42","30909.35"
"44","3234.13"
"45","6530.6"
"14P","-1658.21"
"791/2","15750"
"8329","418424.47"
"22/27","1529766.19"
"168","84039.13"
"8199P","1943319.81"
"10/49","1790879.15"
"65","40450.28"
"21/28","1774623.03"
"20/58","1790879.15"
"10/11","20000"
"10/15","248088.32"
"75","53.29"
"170/4","334160.65"
"178/9","1025500"
"8395P","76835.2"
"450/3","593.92"
"54/58","14717.79"
"630","41390.45"
"65/66B","40450.28"
"8129","43205.6"
"8059P","211227.24"
"8329P","383434.85"
"9903","-20494.22"
"9900","66622.85"
"9901","19902.77"
"9906","-12869.08"
"9904","-17428.3"
"9905","-11210.87"
"42/48","95781.59"
"8279","34989.62"
"8395","76835.2"
"440/4","3234.13"
"8169","4870.85"
"47/48","55107.51"
"780","3201.48"
"789","6217.43"
"172/3","334160.65"
"8059","211227.24"
"640/8","5329.63"
"490/1","681.71"
"29/58","16256.12"
"8079","6400.83"
"17/49","1458751.7"
"8199","1948190.66"
"100","20000"
"67/77","135.56"
