
"Reference number","2025-00011557"
"Entity number","0674700326"
"Accounting period start date","2023-07-01"
"Accounting period end date","2024-06-30"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Fines Terrae"
"Entity address street","Kruispolderstraat"
"Entity address number","9"
"Entity postal code","9981"
"Entity city","Sint-Margriete"
"Entity country","België"
"General assembly date","2024-12-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","99333.48"
"454/9","2000"
"111","12400"
"13","132041.53"
"14","0"
"17","14674.96"
"22","10609.58"
"23","1359.17"
"25","24663.32"
"75/76B","1.03"
"133","130181.53"
"130/1","1860"
"40","96397.79"
"41","2935.69"
"42","9604.59"
"43","5293.55"
"44","1193.75"
"45","21637.97"
"14P","-151317.07"
"791/2","72814.53"
"8329","48781.82"
"22/27","36632.07"
"8199P","82252.46"
"10/49","202216.25"
"65","572.83"
"21/28","36632.07"
"20/58","202216.25"
"10/11","12400"
"10/15","144441.53"
"75","1.03"
"170/4","14674.96"
"450/3","19637.97"
"54/58","64902.34"
"630","11035.53"
"65/66B","572.83"
"8329P","37746.29"
"9903","78662.92"
"9900","92057.23"
"9901","79234.72"
"9906","-72814.53"
"9904","78502.54"
"9905","78502.54"
"42/48","43099.76"
"8279","11035.53"
"440/4","1193.75"
"8169","3161.43"
"47/48","5369.9"
"172/3","14674.96"
"640/8","1786.98"
"490/1","1348.36"
"29/58","165584.18"
"17/49","57774.72"
"8199","85413.89"
"430/8","5293.55"
"1311","1860"
"67/77","160.38"
