
"Reference number","2024-00502352"
"Entity number","0416101987"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Vandecasteele Frank"
"Entity address street","Dam"
"Entity address number","73/2"
"Entity postal code","8500"
"Entity city","Kortrijk"
"Entity country","België"
"General assembly date","2024-09-27"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","514794"
"10","159375.33"
"13","2239524.5"
"14","-67249.8"
"16","529715.47"
"22","2282306.28"
"23","502965.28"
"75/76B","7766.6"
"9087","0"
"130","15937.53"
"132","1116327.46"
"133","1107259.51"
"130/1","15937.53"
"40","156220.93"
"41","358573.07"
"43","128.21"
"44","3406.36"
"45","255219.54"
"791/2","0"
"8329","1393014.84"
"22/27","2785271.56"
"168","529715.47"
"8199P","4178286.4"
"10/49","3303939.36"
"65","5074.95"
"21/28","2785271.56"
"20/58","3303939.36"
"10/11","159375.33"
"10/15","2331650.03"
"75","7766.6"
"450/3","255219.54"
"54/58","1135.09"
"630","223925.5"
"65/66B","5074.95"
"8329P","1169089.34"
"9903","-212837.84"
"9900","17246.31"
"9901","-215529.49"
"9906","-67249.8"
"9904","-165971.53"
"9905","-67249.8"
"42/48","442573.86"
"8279","223925.5"
"892","0"
"440/4","3406.36"
"8721","0"
"8722","0"
"47/48","183819.75"
"780","47365.93"
"789","98721.73"
"8732","0"
"8731","0"
"640/8","8850.3"
"439","128.21"
"490/1","2738.71"
"29/58","518667.8"
"17/49","442573.86"
"8199","4178286.4"
"100","159375.33"
"902","0"
"67/77","499.62"
