
"Reference number","2025-00175433"
"Entity number","0409093144"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m04-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","CAMPUS"
"Entity address street","Rue du Duc"
"Entity address number","42"
"Entity postal code","1150"
"Entity city","Bruxelles"
"Entity country","Belgique"
"General assembly date","2025-06-16"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Association sans but lucratif"
"40/41","2019.28"
"492/3","8026.63"
"454/9","39922.82"
"1213","9.7"
"1212","18"
"10","8245870.18"
"12","18489.94"
"14","2432166.31"
"1103","7.1"
"1102","12"
"1343","2.3"
"1342","5"
"22","3957369.82"
"23","22368.15"
"24","32249.13"
"28","4570844.01"
"75/76B","119085.08"
"9087","9.3"
"1113","1.8"
"1112","5"
"12013","0.5"
"12012","1"
"1132","2"
"1011","70"
"1003","9.3"
"1002","17.1"
"1001","0.1"
"41","2019.28"
"44","59902.48"
"45","40281.08"
"48","22187.21"
"1022","405243.32"
"1021","1887.74"
"14P","2346431.37"
"1013","15097"
"1133","1.3"
"1012","15027"
"12112","18"
"8329","1898491.78"
"12113","9.7"
"22/27","4011987.1"
"1023","407131.06"
"8219","249.99"
"8199P","5814694.84"
"62","407131.06"
"10/49","10826923.83"
"65","1625.39"
"21/28","8582831.11"
"20/58","10826923.83"
"10/15","10696526.43"
"75","119085.08"
"1003P","8.7"
"1053","10.2"
"1052","19"
"8395P","4684844.01"
"8375","114000"
"8259","42994.88"
"450/3","358.26"
"54/58","2136594.44"
"630","175285.71"
"65/66B","1625.39"
"8329P","1723206.07"
"1013P","15798"
"9903","85734.94"
"9900","651063.77"
"9901","-31724.75"
"9906","2432166.31"
"9904","85734.94"
"9905","85734.94"
"42/48","122370.77"
"8279","175285.71"
"2053","9.7"
"2052","21"
"2051","1"
"8395","4570844.01"
"440/4","59902.48"
"8169","52789.16"
"1023P","393423.77"
"91611","3217534.34"
"640/8","100371.75"
"490/1","105479"
"3053","8"
"3052","17"
"3051","1"
"29/58","2244092.72"
"17/49","130397.4"
"8199","5867484"
"8259P","42744.89"
"91621","115000"
"1203","0.5"
"1323","7.9"
"1202","1"
"1322","14"
