
"Reference number","2022-20363986"
"Entity number","0465052741"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","FOUREVER SA"
"Entity address street","Route de Fagnoû"
"Entity address number","13"
"Entity postal code","4970"
"Entity city","Francorchamps"
"Entity country","Belgique"
"General assembly date","2022-06-15"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","40786.37"
"454/9","47.92"
"10","82965.03"
"13","127509.43"
"14","713337.58"
"17","1806532.35"
"22","2142902.85"
"23","989515.09"
"26","564.46"
"28","5729.65"
"75/76B","132.93"
"130","48296.05"
"132","18750"
"133","60463.38"
"1003","0.1"
"1002","0.1"
"130/1","48296.05"
"40","22888.37"
"41","17898"
"42","33061.56"
"44","20772.02"
"45","47.92"
"1022","2741.35"
"14P","692647.26"
"1013","106"
"1012","106"
"8329","969998.41"
"22/27","3132982.4"
"1023","2741.35"
"8199P","4028963.27"
"62","2741.35"
"10/49","3253244.81"
"65","20480.94"
"21/28","3138712.05"
"20/58","3253244.81"
"10/11","82965.03"
"10/15","923812.04"
"75","132.93"
"170/4","1806532.35"
"1003P","0.2"
"8395P","5729.65"
"54/58","73746.39"
"630","161748.61"
"65/66B","20480.94"
"8329P","808249.8"
"1013P","86"
"9903","20690.32"
"9900","212695.27"
"9901","41038.33"
"9906","713337.58"
"9904","20690.32"
"9905","20690.32"
"42/48","522900.42"
"8279","161748.61"
"2053","5.1"
"2052","9"
"8395","5729.65"
"440/4","20772.02"
"8169","74017.54"
"47/48","469018.92"
"172/3","1806532.35"
"640/8","7166.98"
"3053","5.1"
"3052","9"
"29/58","114532.76"
"17/49","2329432.77"
"8199","4102980.81"
"100","82965.03"
