
"Reference number","2025-00413814"
"Entity number","0444464589"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Solimo"
"Entity address street","Westkapellestraat"
"Entity address number","382"
"Entity postal code","8300"
"Entity city","Knokke-Heist"
"Entity country","België"
"General assembly date","2025-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","104980.96"
"454/9","1500"
"10","2000000"
"13","313259"
"14","4272428.13"
"16","85086.34"
"17","915072.52"
"20","0"
"22","6174962.27"
"23","22698.54"
"24","138472.38"
"26","8949.37"
"75/76B","29642.33"
"130","58000"
"132","255259"
"8319","-1.05"
"130/1","58000"
"41","104980.96"
"42","70311.84"
"43","6296000"
"44","8668.99"
"45","1500"
"14P","4979130.69"
"8329","476747.2"
"22/27","6345082.56"
"168","85086.34"
"8199P","6500142"
"10/49","13973682.28"
"65","693750.72"
"21/28","6345082.56"
"20/58","13973682.28"
"10/11","2000000"
"10/15","6585687.13"
"75","29642.33"
"170/4","915072.52"
"8912","294388.38"
"8913","620684.14"
"54/58","7523330.91"
"630","190225.25"
"65/66B","693750.72"
"8329P","286523"
"9903","-717821.31"
"9900","149108.9"
"9901","-53712.92"
"9906","4272428.13"
"9904","-715425.98"
"9905","-706702.56"
"42/48","6387836.29"
"8279","190225.25"
"440/4","8668.99"
"8169","321687.76"
"47/48","11355.46"
"780","2907.81"
"789","8723.42"
"172/3","915072.52"
"640/8","12596.57"
"490/1","287.85"
"29/58","7628599.72"
"17/49","7302908.81"
"8199","6821829.76"
"430/8","6296000"
"100","2000000"
"67/77","512.48"
