
"Reference number","2023-00262757"
"Entity number","0536268161"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","PARK LANE IMMO"
"Entity address street","Alsembergsesteenweg"
"Entity address number","1037"
"Entity postal code","1180"
"Entity city","Uccle"
"Entity country","België"
"General assembly date","2023-07-11"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","175.21"
"492/3","782.26"
"9062","13458333.3"
"10","1200000"
"13","46500"
"14","5638.77"
"17","12041666.62"
"22","22628993.53"
"130","46500"
"6920","18000"
"694/7","340000"
"130/1","46500"
"40","175.21"
"42","1416666.68"
"44","2726.51"
"45","7045.67"
"14P","4283.8"
"8329","7225233.41"
"22/27","22628993.53"
"8199P","29854226.94"
"10/49","23512939.93"
"65","419521.67"
"21/28","22628993.53"
"20/58","23512939.93"
"70","1899657.2"
"10/11","1200000"
"10/15","1252138.77"
"170/4","12041666.62"
"8912","5666666.72"
"8913","6374999.9"
"450/3","7045.67"
"54/58","646.2"
"630","1048519.18"
"65/66B","419521.67"
"8922","13458333.3"
"691/2","18000"
"8329P","6176714.23"
"9903","366876.85"
"9900","1896730.91"
"9901","786398.52"
"9906","363638.77"
"9904","359354.97"
"9905","359354.97"
"60/61","3164.63"
"42/48","10218352.28"
"8279","1048519.18"
"892","13458333.3"
"440/4","2726.51"
"47/48","8791913.42"
"172/3","12041666.62"
"91611","22628993.53"
"640/8","61813.21"
"490/1","883124.99"
"29/58","883946.4"
"17/49","22260801.16"
"8199","29854226.94"
"695","340000"
"91621","13812499.97"
"100","1200000"
"67/77","7521.88"
