
"Reference number","2026-00181991"
"Entity number","0472142055"
"Accounting period start date","2025-01-01"
"Accounting period end date","2025-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","ANOC"
"Entity address street","Rue du Duc"
"Entity address number","42"
"Entity postal code","1150"
"Entity city","Woluwe-Saint-Pierre"
"Entity country","Belgique"
"General assembly date","2026-06-05"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","1006.48"
"492/3","658.06"
"454/9","9047.49"
"1213","2.9"
"1212","4"
"164/5","358757.93"
"10","3546970.38"
"13","7486.73"
"14","-1366097.56"
"16","358757.93"
"17","1302045"
"1103","2.9"
"1102","4"
"22","2844577.57"
"23","31432.85"
"24","37755.47"
"75/76B","5505.9"
"8309","22897.37"
"1003","3.3"
"1002","4.7"
"130/1","7486.73"
"8129P","1264.26"
"40","1006.48"
"43","125004"
"44","17386.77"
"45","10119.27"
"1022","137968.56"
"14P","-1421085.41"
"1013","5679"
"1012","5679"
"12112","1"
"8329","1145193.51"
"12113","0.8"
"22/27","2913765.89"
"1023","137968.56"
"8199P","5962606.4"
"62","137968.56"
"10/49","4025130.58"
"65","33457.84"
"21/28","2913765.89"
"20/58","4025130.58"
"10/11","3546970.38"
"10/15","2188359.55"
"75","5505.9"
"170/4","1302045"
"1003P","3.3"
"1053","2.9"
"1052","4"
"12103","2.1"
"12102","3"
"450/3","1071.78"
"54/58","1101558.21"
"630","139062.31"
"65/66B","33457.84"
"8129","1264.26"
"160/5","358757.93"
"8059P","1264.26"
"8329P","1029028.57"
"1013P","5688"
"9903","54987.85"
"9900","391117.97"
"9901","82939.79"
"9906","-1366097.56"
"9904","54987.85"
"9905","54987.85"
"42/48","175310.04"
"76A","338012.29"
"8279","139062.31"
"2053","46.6"
"2052","21"
"2051","37"
"440/4","17386.77"
"47/48","22800"
"1023P","129866.96"
"172/3","1302045"
"8179","1903647"
"91611","2838017.69"
"8059","1264.26"
"640/8","31147.31"
"490/1","8800"
"8189","0"
"3053","46.6"
"3052","21"
"3051","37"
"29/58","1111364.69"
"17/49","1478013.1"
"8199","4058959.4"
"430/8","125004"
"1311","7486.73"
"91621","105000"
"100","3546970.38"
"1323","2.9"
"1322","4"
