
"Reference number","2024-00374762"
"Entity number","0432905951"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","CAMPING THALASSA"
"Entity address street","Duinenstraat"
"Entity address number","108"
"Entity postal code","8450"
"Entity city","Bredene"
"Entity country","België"
"General assembly date","2024-08-27"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","31756.92"
"492/3","7.46"
"454/9","19135.32"
"9062","59295.32"
"111","18592.01"
"1213","1"
"1211","1"
"13","1314504.66"
"15","0"
"16","0"
"17","329406.71"
"3","6895.56"
"1103","3.5"
"1102","1"
"1101","3"
"22","1002770.31"
"23","658131.09"
"24","30933.55"
"12011","1"
"75/76B","45597.16"
"9087","3.7"
"132","60082.71"
"133","1252410.29"
"12013","1"
"6921","193044.1"
"1011","5274"
"1003","3.7"
"1002","1"
"1001","3.2"
"130/1","2011.66"
"8129P","6865"
"40","29195.78"
"41","2561.14"
"42","37119.27"
"44","124483.04"
"45","31820.28"
"1022","22993.78"
"1021","147160.22"
"1013","6130"
"1012","856"
"8329","3778097.05"
"22/27","1691834.95"
"168","0"
"1023","170154"
"12002","1"
"12001","1"
"12003","1.5"
"8199P","5215747.13"
"62","173075.85"
"10/49","1855933.43"
"65","25342.85"
"21/28","1691834.95"
"20/58","1855933.43"
"10/11","18592.01"
"10/15","1333096.67"
"75","45597.16"
"170/4","22176.05"
"1003P","4.4"
"1053","3.5"
"1052","1"
"1051","3"
"178/9","307230.66"
"12101","1"
"8912","22176.05"
"8913","307230.66"
"12103","1"
"450/3","12684.96"
"54/58","39109.44"
"630","220526.58"
"65/66B","25342.85"
"753","45000"
"6502","0"
"8129","6865"
"8922","59295.32"
"8059P","6865"
"691/2","193044.1"
"8329P","3557570.47"
"1013P","7555"
"9903","213855.09"
"9900","777112.06"
"9901","193600.78"
"9906","193044.1"
"9904","193044.1"
"9905","193044.1"
"42/48","193422.59"
"8279","220526.58"
"2053","1"
"2051","1"
"892","59295.32"
"440/4","124483.04"
"91821","110000"
"8169","254184.87"
"780","0"
"1023P","170057"
"91811","241765.12"
"172/3","22176.05"
"8059","6865"
"640/8","189908.85"
"50/53","75000"
"490/1","11336.56"
"3053","1"
"3051","1"
"30/36","6895.56"
"29/58","164098.48"
"17/49","522836.76"
"8199","5469932"
"1311","2011.66"
"1203","2.5"
"1323","3.5"
"1202","1"
"1322","1"
"1201","2"
"1321","3"
"902","0"
"67/77","20810.99"
