
"Reference number","2025-00488755"
"Entity number","0407012097"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","Sohimbru"
"Entity address street","rue de Fourche"
"Entity address number","17-19"
"Entity postal code","1000"
"Entity city","Bruxelles"
"Entity country","Belgique"
"General assembly date","2025-07-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","877184.27"
"1341","5"
"454/9","68145.68"
"1213","2.5"
"1212","1"
"1211","2"
"8455P","0"
"8525","0"
"10","75000"
"13","7500"
"14","-2253130.19"
"3","2463.49"
"1103","7.5"
"1102","1"
"1343","5.5"
"1101","7"
"1342","1"
"22","198683.89"
"23","141155.57"
"24","101722.53"
"26","62125.09"
"12011","5"
"28","1081.13"
"8555","0"
"75/76B","18237.58"
"9087","7.1"
"130","7500"
"12013","5"
"1011","8918"
"1003","7.1"
"1002","1.8"
"1001","6.2"
"130/1","7500"
"8129P","15997.59"
"40","238292.83"
"41","638891.44"
"44","1128307.7"
"45","2562635.72"
"46","28317.57"
"8455","0"
"1022","52685.23"
"1021","284928.36"
"14P","-769324.49"
"1013","10567"
"1012","1649"
"12112","1"
"8329","2867781.45"
"12111","2"
"12113","2.5"
"22/27","503687.08"
"1023","337613.59"
"8199P","3167605.84"
"62","337613.59"
"10/49","1548630.8"
"8555P","0"
"65","926065.45"
"66","239.03"
"21/28","504768.21"
"20/58","1548630.8"
"10/11","75000"
"10/15","-2170630.19"
"75","18237.58"
"76","79013.14"
"1003P","7.6"
"1053","7.5"
"1052","1"
"1051","7"
"8395P","1081.13"
"450/3","2494490.04"
"54/58","147081.66"
"630","94857.03"
"65/66B","926065.45"
"6502","0"
"8129","15997.59"
"8059P","15997.59"
"8329P","2772924.42"
"1013P","10590"
"9903","-1478594.41"
"9900","164688.23"
"9901","-570766.54"
"9906","-2253130.19"
"9904","-1483805.7"
"9905","-1483805.7"
"42/48","3719260.99"
"76A","79013.14"
"8279","94857.03"
"8395","1081.13"
"440/4","1128307.7"
"8169","203862.69"
"1023P","298056.36"
"8525P","0"
"66A","239.03"
"8059","15997.59"
"640/8","302745.12"
"490/1","17133.17"
"30/36","2463.49"
"29/58","1043862.59"
"17/49","3719260.99"
"8199","3371468.53"
"100","75000"
"1203","5"
"1323","2"
"1201","5"
"1321","2"
"67/77","5211.29"
