
"Reference number","2022-20280273"
"Entity number","0417001614"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m08-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","INSTITUT DES AFFAIRES CULTURELLES"
"Entity address street","RUE AMEDEE LYNEN"
"Entity address number","8"
"Entity postal code","1210"
"Entity city","Saint-Josse-ten-Noode"
"Entity country","Belgique"
"General assembly date","2022-06-29"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Association sans but lucratif"
"40/41","2877.74"
"12031","1"
"12033","1"
"1341","3"
"454/9","1741.55"
"1213","2.8"
"1212","1"
"1211","2"
"14","151604.89"
"1103","5.4"
"1102","2"
"1343","3.8"
"1101","4"
"1342","1"
"23","6993.36"
"24","9251.06"
"26","91731.99"
"12011","1"
"28","80"
"12013","1.6"
"12012","1"
"1011","281"
"1003","5.4"
"1002","2"
"1001","4"
"40","303.27"
"41","2574.47"
"44","8628.71"
"45","3790.2"
"48","910.89"
"1022","3473.69"
"1021","10421.04"
"14P","145245.69"
"1013","401"
"1012","120"
"12112","1"
"8329","206850"
"12111","2"
"12113","2.8"
"22/27","107976.41"
"1023","13894.73"
"8199P","312873.93"
"62","13894.73"
"10/49","164934.69"
"65","1052.72"
"21/28","108056.41"
"20/58","164934.69"
"10/15","151604.89"
"1003P","5.4"
"1053","5.4"
"1052","2"
"1051","4"
"8395P","80"
"450/3","2048.65"
"54/58","53384.34"
"630","29092.79"
"65/66B","1052.72"
"8329P","177757.21"
"1013P","2739"
"9903","6359.2"
"9900","58855.27"
"9901","7411.92"
"9906","151604.89"
"9904","6359.2"
"9905","6359.2"
"42/48","13329.8"
"8279","29092.79"
"8395","80"
"440/4","8628.71"
"8169","1952.48"
"1023P","58377.44"
"66A","5525.9"
"640/8","2929.93"
"490/1","616.2"
"29/58","56878.28"
"17/49","13329.8"
"8199","314826.41"
"1203","2.6"
"1323","1.6"
"1202","1"
"1322","1"
"1201","2"
"1321","1"
