
"Reference number","2022-20434322"
"Entity number","0670453904"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","LECLERCQ INVEST"
"Entity address street","Place Mc Auliffe"
"Entity address number","34"
"Entity postal code","6600"
"Entity city","Bastogne"
"Entity country","Belgique"
"General assembly date","2022-05-27"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","10879.08"
"111","160000"
"13","6799.88"
"14","8875.83"
"17","197325.18"
"20","26.35"
"22","380025.67"
"130/1","6799.88"
"40","3414.41"
"41","7464.67"
"42","19149.05"
"44","0"
"14P","4205.98"
"8329","74471.26"
"22/27","380025.67"
"8199P","454496.93"
"10/49","392149.94"
"65","4173.31"
"21/28","380025.67"
"20/58","392149.94"
"10/11","160000"
"10/15","175675.71"
"170/4","197325.18"
"54/58","1105.76"
"630","15553"
"65/66B","4173.31"
"8329P","59336.51"
"9903","6187.71"
"9900","29675.93"
"9901","10361.02"
"9906","8875.83"
"9904","4669.85"
"9905","4669.85"
"42/48","19149.05"
"8279","15134.75"
"440/4","0"
"172/3","197325.18"
"91611","334458.3"
"640/8","3761.91"
"490/1","113.08"
"29/58","12097.92"
"17/49","216474.23"
"8199","454496.93"
"1311","6799.88"
"91621","300000"
"67/77","1517.86"
