
"Reference number","2025-00353419"
"Entity number","0451873510"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","HOTEL SPA RESORT"
"Entity address street","Place Royale"
"Entity address number","39"
"Entity postal code","4900"
"Entity city","Spa"
"Entity country","Belgique"
"General assembly date","2025-06-25"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","1646881.06"
"12031","1"
"12033","1"
"1341","4"
"454/9","269405.03"
"9062","5100000"
"1213","20"
"1333","6"
"1212","5"
"1211","16"
"1331","6"
"8455P","0"
"8525","0"
"10","5060211.57"
"13","1124.65"
"14","-832078.75"
"15","34600.91"
"17","5120690.04"
"3","47350.41"
"1103","18.4"
"1102","2"
"1343","5.7"
"1101","17"
"1342","2"
"21","4953.84"
"22","7333735.24"
"23","508047.92"
"24","90299.7"
"27","214529.88"
"12011","9"
"8555","0"
"75/76B","13669.42"
"9087","47.7"
"130","1124.65"
"1113","18.1"
"1112","10"
"1111","10"
"12013","14.5"
"12012","7"
"1011","42427"
"1003","47.7"
"1002","32"
"1001","30.2"
"130/1","1124.65"
"8129P","1260271.27"
"40","180662.59"
"41","1466218.47"
"42","262648.45"
"44","320049.92"
"45","317440.49"
"46","254419.59"
"8455","0"
"1022","627500.39"
"1021","1289747.08"
"14P","-1097091.41"
"1013","63069"
"1012","20642"
"12112","4"
"8329","19721925.17"
"12111","16"
"12113","19.2"
"22/27","8146612.74"
"1023","1917247.47"
"12001","1"
"12003","1"
"8199P","27378510.79"
"62","1917247.47"
"10/49","10539106.87"
"8555P","0"
"65","407596.33"
"21/28","8151566.58"
"20/58","10539106.87"
"10/11","5060211.57"
"10/15","4263858.38"
"75","13669.42"
"170/4","5120690.04"
"1003P","43.2"
"631/4","-4189.28"
"1053","36.5"
"1052","12"
"1051","27"
"8395P","0"
"8912","1792241.51"
"8913","3328448.53"
"12103","0.8"
"12102","1"
"450/3","48035.46"
"54/58","680539.94"
"630","903033.6"
"65/66B","407596.33"
"8129","1303528.05"
"8922","5100000"
"8059P","1308481.89"
"8329P","18853389.62"
"1013P","49520"
"9903","265713.58"
"9900","3833948.05"
"9901","659640.49"
"9906","-832078.75"
"9904","265012.66"
"9905","265012.66"
"42/48","1154558.45"
"8279","868535.55"
"2053","298.7"
"2052","430"
"2051","21"
"8395","0"
"892","5100000"
"440/4","320049.92"
"8169","490027.12"
"1023P","1757343"
"172/3","5120690.04"
"8525P","0"
"91611","7841783.16"
"8059","1308481.89"
"640/8","358215.77"
"490/1","12768.88"
"3053","303.7"
"3052","435"
"3051","26"
"30/36","47350.41"
"29/58","2387540.29"
"8079","43256.78"
"17/49","6275248.49"
"8199","27868537.91"
"91631","5296500"
"91621","588500"
"100","5060211.57"
"1203","16.5"
"1323","24.8"
"1202","7"
"1322","10"
"1201","11"
"1321","17"
"67/77","700.92"
