
"Reference number","2025-00086757"
"Entity number","0450928155"
"Accounting period start date","2023-10-01"
"Accounting period end date","2024-09-30"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","P.A.P."
"Entity address street","Sassor Village"
"Entity address number","40"
"Entity postal code","4910"
"Entity city","Theux"
"Entity country","Belgique"
"General assembly date","2025-03-28"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","40738.72"
"492/3","1176.75"
"110","23416.40"
"13","2341.64"
"14","68057.94"
"17","25482.96"
"22","79758.59"
"23","37969.91"
"75/76B","242.15"
"133","2341.64"
"694/7","20000"
"40","4877.20"
"41","35861.52"
"42","8494.32"
"44","15198.99"
"45","17835.75"
"14P","55253.71"
"8329","604403.12"
"22/27","117728.50"
"8199P","722131.62"
"10/49","245781.96"
"65","1050.52"
"21/28","117728.50"
"20/58","245781.96"
"10/11","23416.40"
"10/15","93815.98"
"75","242.15"
"170/4","25482.96"
"450/3","17835.75"
"54/58","83183.09"
"630","17075.07"
"65/66B","1050.52"
"8329P","587328.05"
"9903","44712.63"
"9900","72303.31"
"9901","45521"
"9906","88057.94"
"9904","32804.23"
"9905","32804.23"
"42/48","125306.27"
"8279","17075.07"
"440/4","15198.99"
"47/48","83777.21"
"172/3","25482.96"
"640/8","9707.24"
"490/1","4131.65"
"29/58","128053.46"
"17/49","151965.98"
"8199","722131.62"
"694","20000"
"67/77","11908.40"
