
"Reference number","2024-00285976"
"Entity number","0429183230"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","D&C"
"Entity address street","Oude Heirweg"
"Entity address number","26"
"Entity postal code","8851"
"Entity city","Koolskamp"
"Entity country","België"
"General assembly date","2024-06-28"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","2945.45"
"454/9","274.48"
"111","33600"
"13","30360"
"14","-14272.19"
"17","390467.52"
"3","6758.14"
"22","556758.14"
"23","31484.96"
"24","641.46"
"75/76B","146.78"
"133","28500"
"8309","31661.55"
"1011","63"
"1003","0.1"
"1001","0.1"
"130/1","1860"
"40","97.50"
"41","2847.95"
"42","30741.76"
"43","25000"
"44","29108.11"
"45","538.67"
"1021","1125.03"
"14P","169.41"
"1013","63"
"8329","371045.61"
"22/27","588884.56"
"1023","1125.03"
"8199P","933934.52"
"10/49","610389.50"
"62","1125.03"
"65","10786.86"
"21/28","588884.56"
"20/58","610389.50"
"10/11","33600"
"10/15","49687.81"
"75","146.78"
"170/4","390467.52"
"8395P","6483.92"
"8375","6483.92"
"450/3","264.19"
"54/58","10649.66"
"630","41300.40"
"65/66B","10786.86"
"8329P","361406.76"
"9903","-14266.27"
"9900","49993.46"
"9901","-3626.19"
"9906","-14272.19"
"9904","-14441.60"
"9905","-14441.60"
"42/48","170234.17"
"8279","41300.40"
"440/4","29108.11"
"8169","57657.20"
"47/48","84845.63"
"172/3","390467.52"
"8179","31661.55"
"66A","138.04"
"91611","556758.14"
"640/8","11056.18"
"490/1","1151.69"
"30/36","6758.14"
"29/58","21504.94"
"17/49","560701.69"
"8199","959930.17"
"430/8","25000"
"1311","1860"
"91621","310000"
"67/77","175.33"
