
"Reference number","2024-00442147"
"Entity number","0441889240"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Europ Services"
"Entity address street","Kapucijnenstraat"
"Entity address number","52"
"Entity postal code","8400"
"Entity city","Oostende"
"Entity country","België"
"General assembly date","2024-06-07"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","4153.79"
"111","18600"
"13","21860"
"14","-367415.17"
"22","1112156.03"
"23","11460.67"
"24","733.27"
"75/76B","216.24"
"133","20000"
"8309","268084.24"
"130/1","1860"
"40","3880"
"41","273.79"
"44","1366.09"
"14P","-372330.49"
"8329","276376.73"
"22/27","1124349.97"
"8199P","1668810.94"
"10/49","1193146.38"
"65","48.1"
"21/28","1124349.97"
"20/58","1193146.38"
"10/11","18600"
"10/15","-326955.17"
"75","216.24"
"54/58","64642.62"
"630","37646.07"
"65/66B","48.1"
"8329P","506814.9"
"9903","4915.32"
"9900","44312.04"
"9901","4747.18"
"9906","-367415.17"
"9904","4915.32"
"9905","4915.32"
"42/48","1520101.55"
"8279","37646.07"
"440/4","1366.09"
"47/48","1518735.46"
"8179","268084.24"
"640/8","1918.79"
"29/58","68796.41"
"17/49","1520101.55"
"8199","1400726.7"
"1319","1860"
"67/77","0"
