
"Reference number","2025-00130287"
"Entity number","0437057947"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Camping Noordzee"
"Entity address street","Driftweg"
"Entity address number","182"
"Entity postal code","8420"
"Entity city","De Haan"
"Entity country","België"
"General assembly date","2025-06-10"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","8580.63"
"454/9","1195.31"
"111","1500000"
"13","1502884.8"
"1103","1"
"1101","1"
"22","3116077.26"
"23","133011.42"
"24","1053.48"
"12011","1"
"28","202.26"
"75/76B","2268.19"
"133","1443961.35"
"12013","1"
"6921","139628.09"
"8309","22388.5"
"1011","463"
"694/7","30000"
"1003","0.3"
"1001","0.3"
"130/1","58923.45"
"8129P","2582"
"41","8580.63"
"44","2317.06"
"45","30401.84"
"1021","11586.52"
"1013","463"
"8329","788372.35"
"22/27","3250142.16"
"1023","11586.52"
"8199P","4018790.82"
"62","13990.29"
"10/49","3881518.69"
"65","334.14"
"21/28","3250344.42"
"20/58","3881518.69"
"10/11","1500000"
"10/15","3002884.8"
"75","2268.19"
"8365","202.26"
"1053","1"
"1051","1"
"450/3","29206.53"
"54/58","341383.25"
"630","34046.67"
"65/66B","334.14"
"8129","2582"
"8059P","2582"
"691/2","139628.09"
"8329P","776714.18"
"9903","217471.99"
"9900","347933.4"
"9901","215537.94"
"9906","169628.09"
"9904","169628.09"
"9905","169628.09"
"42/48","878633.89"
"76A","40958.68"
"8279","34046.67"
"8395","202.26"
"440/4","2317.06"
"8169","42112.19"
"47/48","845914.99"
"8179","22388.5"
"66A","38"
"8059","2582"
"640/8","84320.5"
"50/53","263502.92"
"490/1","17707.47"
"29/58","631174.27"
"17/49","878633.89"
"8199","4038514.51"
"695","30000"
"1311","58923.45"
"1203","1"
"1323","1"
"1201","1"
"1321","1"
"67/77","47843.9"
