
"Reference number","2024-00044235"
"Entity number","0418242224"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Green"
"Entity address street","Dantelaan"
"Entity address number","4"
"Entity postal code","8420"
"Entity city","De Haan"
"Entity country","België"
"General assembly date","2024-02-19"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","12332"
"492/3","1201"
"454/9","1500"
"111","130144"
"13","62593"
"14","14948"
"17","117482"
"22","299766"
"23","2600"
"24","4351"
"75/76B","103"
"133","49579"
"694/7","36000"
"8319","-1"
"130/1","13014"
"41","12332"
"42","21960"
"45","2220"
"14P","17554"
"8329","366932"
"22/27","306717"
"8199P","667443"
"10/49","388763"
"65","3516"
"21/28","306717"
"20/58","388763"
"10/11","130144"
"10/15","207685"
"75","103"
"170/4","117482"
"8912","89886"
"8913","27596"
"450/3","720"
"54/58","69714"
"630","37504"
"65/66B","3516"
"8329P","329429"
"9903","34145"
"9900","83522"
"9901","37558"
"9906","50948"
"9904","33394"
"9905","33394"
"42/48","62395"
"8279","37504"
"8169","6207"
"47/48","38215"
"172/3","117482"
"640/8","8460"
"8189","-1"
"29/58","82046"
"17/49","181078"
"8199","673649"
"694","36000"
"1311","13014"
"67/77","751"
