
"Reference number","2024-00445016"
"Entity number","0443328206"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","HOTEL NIVELLES - SUD"
"Entity address street","Chaussée de Mons"
"Entity address number","22"
"Entity postal code","1400"
"Entity city","Nivelles"
"Entity country","Belgique"
"General assembly date","2024-06-25"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","2526176.27"
"12033","0.7"
"12032","1"
"1341","20"
"454/9","602634.67"
"1213","50.3"
"1333","4.6"
"1212","68"
"1332","8"
"1211","16"
"1331","1"
"10","62000"
"13","2034875.4"
"14","-1752026.74"
"15","652225.67"
"17","13577147.29"
"3","67742.63"
"1103","61.9"
"1102","26"
"1343","26"
"1101","43"
"1342","8"
"22","8941009.06"
"23","7109651.10"
"24","940441.59"
"27","0"
"12011","17"
"28","123.95"
"29","90304.11"
"75/76B","49462.76"
"9087","125.1"
"130","6200"
"133","2028675.40"
"1113","56.7"
"1112","117"
"1111","7"
"12013","45.2"
"12012","56"
"1132","5"
"1011","84978"
"1003","125.1"
"1002","163.8"
"1001","50.4"
"130/1","6200"
"40","833719.79"
"41","1692456.48"
"42","1576073.93"
"44","1094720.57"
"45","731677.41"
"46","446147.40"
"1022","3041016.61"
"1021","2346196.88"
"14P","-2519937.13"
"1013","195122"
"1133","3.9"
"1012","110144"
"12112","43"
"8329","12128509.13"
"12111","6"
"12113","27.5"
"12121","3"
"22/27","16991101.75"
"1023","5387213.49"
"12123","3"
"12002","23"
"12001","17"
"12003","26.3"
"8199P","28332920.28"
"62","5387213.49"
"10/49","20823930.62"
"65","639046.03"
"21/28","16991225.70"
"20/58","20823930.62"
"290","90304.11"
"10/11","62000"
"10/15","997074.33"
"75","49462.76"
"170/4","13577147.29"
"1003P","89.3"
"1053","122.5"
"1052","148"
"1051","50"
"8395P","123.95"
"12101","7"
"8912","7957435.38"
"8913","5619711.91"
"12103","19.8"
"12102","25"
"450/3","129042.74"
"54/58","1131821.71"
"630","2313972.76"
"65/66B","639046.03"
"8329P","9814536.37"
"1013P","153438"
"91912","1500000"
"9903","769402.02"
"9900","9510739.17"
"9901","1358985.29"
"9906","-1752026.74"
"9904","767910.39"
"9905","767910.39"
"42/48","6249709"
"8279","2313972.76"
"2053","293.3"
"2052","779"
"2051","17"
"8395","123.95"
"440/4","1094720.57"
"8169","786690.60"
"47/48","2401089.69"
"1023P","3901542"
"172/3","13577147.29"
"91612","8941009.06"
"640/8","450567.63"
"490/1","16660.20"
"3053","267.7"
"3052","717"
"3051","10"
"30/36","67742.63"
"29/58","3832704.92"
"17/49","19826856.29"
"8199","29119610.88"
"91622","12000000"
"100","62000"
"1203","72.2"
"1323","91.9"
"1202","80"
"1322","132"
"1201","34"
"1321","29"
"67/77","1491.63"
