
"Reference number","2025-00465357"
"Entity number","0428887280"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","IL CASTELLINO"
"Entity address street","Avenue des Thermes"
"Entity address number","147"
"Entity postal code","4050"
"Entity city","Chaudfontaine"
"Entity country","Belgique"
"General assembly date","2025-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","62.37"
"454/9","12962.17"
"111","652092.01"
"1213","1.5"
"1212","1"
"1211","1"
"13","1859.2"
"14","-630283.16"
"17","61570.5"
"3","8322.21"
"1103","2.5"
"1102","1"
"1101","2"
"23","8444.08"
"24","24062.13"
"12011","1"
"28","3500"
"1113","0.7"
"1112","1"
"12013","1.7"
"12012","1"
"1011","1670"
"1003","2.8"
"1002","1.3"
"1001","2"
"130/1","1859.2"
"40","0"
"41","62.37"
"44","18613.43"
"45","13323.1"
"1022","51750.38"
"1021","76345.53"
"14P","-578948.39"
"1013","2802"
"1012","1132"
"12112","1"
"8329","766733.49"
"12113","0.5"
"22/27","32506.21"
"1023","128095.91"
"8199P","792255.96"
"62","128095.91"
"10/49","117175.08"
"65","3157.38"
"21/28","36006.21"
"20/58","117175.08"
"70","0"
"10/11","652092.01"
"10/15","23668.05"
"1053","3.2"
"1052","2"
"1051","2"
"178/9","61570.5"
"8395P","3500"
"12101","1"
"12103","1"
"450/3","360.93"
"54/58","63527.73"
"630","13070.74"
"65/66B","3157.38"
"8329P","753662.75"
"9903","-51334.77"
"9900","107872.02"
"9901","-48177.39"
"9906","-630283.16"
"9904","-51334.77"
"9905","-51334.77"
"60/61","0"
"42/48","31936.53"
"8279","13070.74"
"8395","3500"
"440/4","18613.43"
"8169","6983.74"
"640/8","14882.76"
"490/1","9256.56"
"30/36","8322.21"
"29/58","81168.87"
"17/49","93507.03"
"8199","799239.7"
"1311","1859.2"
"1203","1.7"
"1202","1"
"1323","3.2"
"1322","2"
"1201","1"
"1321","2"
