
"Reference number","2025-00299572"
"Entity number","0433856947"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","LES TILLEULS"
"Entity address street","RUE DES LOCHES SMUID"
"Entity address number","45"
"Entity postal code","6890"
"Entity city","Smuid"
"Entity country","Belgique"
"General assembly date","2025-05-13"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","8513.30"
"454/9","6556.51"
"1213","0.6"
"1212","4"
"10","150797.79"
"13","100209.02"
"15","80934.06"
"17","147945.63"
"3","4567.52"
"1103","0.3"
"1102","1"
"22","372735.26"
"23","31596.41"
"24","118.79"
"28","991.57"
"75/76B","7395.52"
"130","3063.57"
"133","97145.45"
"1113","0.7"
"1112","7"
"6921","14821.87"
"1003","1.2"
"1002","7.6"
"8319","3020.73"
"130/1","3063.57"
"40","7154.63"
"41","1358.67"
"42","22820.08"
"44","17240.82"
"45","9989.15"
"1022","32203.68"
"1013","1885"
"1012","1885"
"8329","511295.37"
"22/27","404450.46"
"1023","32203.68"
"12002","4"
"12003","0.4"
"8199P","887022.83"
"10/49","547482.98"
"62","35717.71"
"65","11746.95"
"21/28","405442.03"
"20/58","547482.98"
"10/11","150797.79"
"10/15","331940.87"
"75","7395.52"
"170/4","147945.63"
"1003P","1.3"
"1053","1"
"1052","8"
"8395P","991.57"
"12103","0.6"
"12102","4"
"450/3","3432.64"
"54/58","113379.82"
"630","31692.33"
"65/66B","11746.95"
"753","7148.30"
"691/2","14821.87"
"8329P","476582.31"
"1013P","1727"
"9903","20565.22"
"9900","101321.12"
"9901","24916.65"
"9906","14821.87"
"9904","14821.87"
"9905","14821.87"
"42/48","67596.48"
"8279","31692.33"
"2053","4.5"
"2052","33"
"8395","991.57"
"440/4","17240.82"
"8169","28723"
"47/48","17546.43"
"1023P","25659.62"
"640/8","8994.43"
"490/1","15580.31"
"30/36","4567.52"
"29/58","142040.95"
"17/49","215542.11"
"8199","915745.83"
"174/0","147945.63"
"100","150797.79"
"1203","0.4"
"1202","4"
"1323","1"
"1322","8"
"67/77","5743.35"
