
"Reference number","2022-20530608"
"Entity number","0644414550"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","LORELYS"
"Entity address street","Rue de la Reffe"
"Entity address number","26"
"Entity postal code","4920"
"Entity city","Aywaille"
"Entity country","Belgique"
"General assembly date","2022-06-24"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","62220.08"
"492/3","7.23"
"454/9","5204.07"
"58032","9.21"
"111","20000"
"13","2000"
"14","156582.75"
"17","70967.82"
"1103","1"
"1101","1"
"20","0"
"28","1216000"
"75/76B","0.02"
"9087","1"
"1011","950"
"1003","1"
"1001","1"
"130/1","2000"
"40","0"
"41","62220.08"
"42","84215.12"
"44","5201.95"
"45","11929.06"
"1021","20889.79"
"14P","152946.22"
"1013","950"
"1023","20889.79"
"12001","1"
"12003","1"
"62","22072.97"
"10/49","1289584.41"
"65","5811.48"
"21/28","1216000"
"20/58","1289584.41"
"70","0"
"10/11","20000"
"10/15","178582.75"
"75","0.02"
"170/4","70967.82"
"1003P","1"
"1053","1"
"1051","1"
"8395P","1216000"
"8912","70967.82"
"450/3","6724.99"
"54/58","11364.33"
"65/66B","5811.48"
"6502","0"
"1013P","813"
"9903","3752.01"
"9900","31636.89"
"9901","9563.47"
"9906","156582.75"
"9904","3636.53"
"9905","3636.53"
"60/61","0"
"42/48","1040026.61"
"8395","1216000"
"440/4","5201.95"
"47/48","938680.48"
"1023P","21496.21"
"172/3","70967.82"
"640/8","0.45"
"29/58","73584.41"
"17/49","1111001.66"
"1311","2000"
"1203","1"
"1323","1"
"1201","1"
"1321","1"
"67/77","115.48"
"5803","9.21"
