
"Reference number","2023-00068644"
"Entity number","0669526464"
"Accounting period start date","2021-10-01"
"Accounting period end date","2022-09-30"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","JUMAACO"
"Entity address street","Kasteelstraat"
"Entity address number","6"
"Entity postal code","8560"
"Entity city","Wevelgem"
"Entity country","België"
"General assembly date","2023-03-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","168135.11"
"454/9","4905.93"
"9062","714985.70"
"635/8","-7202.59"
"111","70000"
"13","219556.36"
"14","-34357.80"
"17","681032.56"
"22","898121.43"
"24","28703.52"
"133","212556.36"
"130/1","7000"
"8129P","15770"
"40","9221.43"
"41","158913.68"
"42","56139.61"
"44","9141.85"
"45","23177.30"
"14P","-30275.41"
"8329","332858.41"
"22/27","926824.95"
"8199P","733767.98"
"10/49","1140472.76"
"65","14985.93"
"21/28","926824.95"
"20/58","1140472.76"
"10/11","70000"
"10/15","255198.56"
"76","1000"
"170/4","681032.56"
"8912","218219.80"
"8913","462812.76"
"450/3","18271.37"
"54/58","36713.01"
"630","62552.64"
"65/66B","14985.93"
"8129","16600"
"8922","714985.70"
"8059P","16600"
"8329P","271135.77"
"9903","-765.18"
"9900","81542.39"
"9901","14220.75"
"9906","-34357.80"
"9904","-4082.39"
"9905","-4082.39"
"42/48","204241.64"
"76A","1000"
"8279","61722.64"
"892","714985.70"
"440/4","9141.85"
"8169","525915.38"
"47/48","115782.88"
"172/3","681032.56"
"91611","898121.44"
"8059","16600"
"640/8","11971.59"
"490/1","8799.69"
"29/58","213647.81"
"8079","830"
"17/49","885274.20"
"8199","1259683.36"
"91631","725000"
"1311","7000"
"91621","395000"
"67/77","3317.21"
