
"Reference number","2023-00137324"
"Entity number","0452567752"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","P.B.N. SPORT & ADVENTURE"
"Entity address street","Lion de l'Ourthe"
"Entity address number","47"
"Entity postal code","6987"
"Entity city","Rendeux"
"Entity country","Belgique"
"General assembly date","2023-05-29"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","211141.99"
"1213","0.9"
"1212","1"
"10","432326.31"
"13","43232.63"
"14","253152.74"
"22","686697.20"
"23","10634.13"
"75/76B","51.51"
"9087","1.2"
"130","43232.63"
"1113","1.3"
"1112","2"
"12022","1"
"1003","1.2"
"1002","2"
"12023","0.4"
"130/1","43232.63"
"40","184266.64"
"41","26875.35"
"43","350334.76"
"44","192376.69"
"45","2349.52"
"1022","53105.05"
"14P","170077.64"
"1013","240370"
"1012","240370"
"8329","1992615.96"
"22/27","697331.33"
"1023","53105.05"
"12123","0.9"
"12122","1"
"8199P","2632742.73"
"10/49","1273772.65"
"62","53105.05"
"65","9604.27"
"21/28","697331.33"
"20/58","1273772.65"
"10/11","432326.31"
"10/15","728711.68"
"75","51.51"
"1003P","0.8"
"1053","1.3"
"1052","2"
"450/3","2349.52"
"54/58","350501.19"
"630","55296.04"
"65/66B","9604.27"
"8329P","1937319.92"
"1013P","1032"
"9903","106199.75"
"9900","249666.21"
"9901","115752.51"
"9906","253152.74"
"9904","83075.10"
"9905","83075.10"
"42/48","545060.97"
"8279","55296.04"
"440/4","192376.69"
"8169","57204.56"
"1023P","21277.94"
"640/8","25512.61"
"439","350334.76"
"490/1","14798.14"
"29/58","576441.32"
"17/49","545060.97"
"8199","2689947.29"
"100","432326.31"
"1203","0.4"
"1202","1"
"1323","1.3"
"1322","2"
"67/77","23124.65"
