
"Reference number","2023-00089889"
"Entity number","0415320148"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Recreatie- en Congreshotel Ter Elst"
"Entity address street","Kattenbroek"
"Entity address number","1"
"Entity postal code","2650"
"Entity city","Edegem"
"Entity country","België"
"General assembly date","2023-05-11"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","360012.2"
"9500","334707.36"
"492/3","1500"
"1341","6"
"454/9","97627"
"9062","2276511.88"
"1213","3.6"
"1212","2"
"1211","2"
"10","586812.37"
"13","1026793.28"
"17","2007265.94"
"3","4181.97"
"1103","10.8"
"1102","4"
"1343","8"
"1101","8"
"1342","3"
"21","601.74"
"22","3573165.92"
"23","255139.51"
"24","29329.18"
"25","1849.33"
"12011","1"
"28","1045.58"
"75/76B","66800.43"
"9087","12.1"
"130","67673.74"
"132","18750"
"133","940369.54"
"12013","1"
"6921","193370.98"
"1011","9993"
"694/7","330000"
"1003","12.1"
"1002","3.5"
"1001","9.8"
"130/1","67673.74"
"8129P","100336.28"
"40","24842.98"
"41","335169.22"
"42","269245.94"
"44","188355.38"
"45","176788.52"
"1022","127497.01"
"1021","358693.04"
"1013","13545"
"1012","3552"
"8329","8442074.08"
"12121","1"
"22/27","3859483.94"
"1023","486190.05"
"12123","1"
"12002","2"
"12001","5"
"12003","6.2"
"8199P","12092642.76"
"62","486190.05"
"10/49","4597261.43"
"65","56967.4"
"21/28","3861131.26"
"20/58","4597261.43"
"10/11","586812.37"
"10/15","1613605.65"
"75","66800.43"
"170/4","2007265.94"
"1003P","14.3"
"631/4","912.34"
"1053","10.8"
"1052","4"
"1051","8"
"8395P","1045.58"
"12101","1"
"8912","948209.43"
"8913","1059056.51"
"12103","2.6"
"12102","2"
"450/3","79161.52"
"54/58","353237.04"
"630","190230.86"
"65/66B","56967.4"
"8129","100955.58"
"8922","2276511.88"
"8059P","101557.32"
"691/2","193370.98"
"8329P","8252462.52"
"1013P","8478"
"9903","597658.09"
"9900","1319793.09"
"9901","587825.06"
"9906","523370.98"
"9904","523370.98"
"9905","523370.98"
"42/48","974889.84"
"8279","189611.56"
"2053","2.6"
"2052","2"
"2051","1"
"8395","1045.58"
"892","2276511.88"
"440/4","188355.38"
"8169","208915.26"
"47/48","340500"
"1023P","236951.94"
"172/3","2007265.94"
"91611","3573165.92"
"8059","101557.32"
"640/8","54634.78"
"490/1","18698.96"
"3053","4.6"
"3052","2"
"3051","3"
"30/36","4181.97"
"29/58","736130.17"
"8079","619.3"
"17/49","2983655.78"
"8199","12301558.02"
"694","330000"
"91621","250000"
"100","586812.37"
"1203","7.2"
"1323","2.8"
"1202","2"
"1322","1"
"1201","6"
"1321","2"
"67/77","74287.11"
