
"Reference number","2023-00325956"
"Entity number","0450946070"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","LES ALCIONS CONSULTING"
"Entity address street","Bois d'Ansy"
"Entity address number","271"
"Entity postal code","4880"
"Entity city","Aubel"
"Entity country","Belgique"
"General assembly date","2023-06-02"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","4181.24"
"111","20000"
"13","29000"
"14","30171.48"
"17","175000"
"21","1530.64"
"22","296788.52"
"23","487.37"
"24","23413.08"
"75/76B","207.5"
"133","28000"
"130/1","1000"
"8129P","2.1"
"41","4181.24"
"44","6821.38"
"14P","39124.81"
"8329","651764.59"
"22/27","320688.97"
"8199P","933093.03"
"10/49","376669.64"
"65","3138.08"
"21/28","322219.61"
"20/58","376669.64"
"10/11","20000"
"10/15","79171.48"
"75","207.5"
"170/4","175000"
"8913","175000"
"54/58","50268.79"
"630","39313.05"
"65/66B","3138.08"
"8129","768.36"
"8059P","2299"
"8329P","613217.8"
"9903","-8953.33"
"9900","37084.85"
"9901","-6022.75"
"9906","30171.48"
"9904","-8953.33"
"9905","-8953.33"
"42/48","122498.16"
"8279","38546.79"
"440/4","6821.38"
"8169","39360.53"
"47/48","115676.78"
"172/3","175000"
"8059","2299"
"640/8","3794.55"
"29/58","54450.03"
"8079","766.26"
"17/49","297498.16"
"8199","972453.56"
"1311","1000"
