
"Reference number","2022-20222183"
"Entity number","0454212101"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Chat Botté"
"Entity address street","Driftweg"
"Entity address number","195/3"
"Entity postal code","8420"
"Entity city","De Haan"
"Entity country","België"
"General assembly date","2022-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","160830.47"
"454/9","15143.59"
"8525","0"
"10","62500"
"13","41250"
"14","41838.55"
"17","94730.52"
"22","132522.21"
"23","37158.89"
"24","4255.29"
"26","120721.12"
"28","99.16"
"75/76B","95.01"
"130","6250"
"133","35000"
"130/1","6250"
"40","155929.38"
"41","4901.09"
"42","16943.58"
"44","71203.4"
"45","24721.85"
"46","3599"
"14P","45235.26"
"8329","584112.2"
"22/27","294657.51"
"8199P","852701.71"
"62","154485.77"
"10/49","503947.35"
"65","2867.94"
"21/28","294756.67"
"20/58","503947.35"
"10/11","62500"
"10/15","145588.55"
"75","95.01"
"170/4","94730.52"
"1003P","4.7"
"8395P","99.16"
"450/3","9578.26"
"54/58","48360.21"
"630","61343.13"
"65/66B","2867.94"
"8329P","522769.07"
"1013P","3332"
"9903","-3287.11"
"9900","225455.4"
"9901","-514.18"
"9906","41838.55"
"9904","-3396.71"
"9905","-3396.71"
"42/48","263628.28"
"76A","0"
"76B","0"
"8279","61343.13"
"8395","99.16"
"440/4","71203.4"
"8169","26068"
"47/48","147160.45"
"1023P","81486.82"
"172/3","10138.52"
"640/8","10140.68"
"490/1","0"
"29/58","209190.68"
"17/49","358358.8"
"8199","878769.71"
"174/0","84592"
"100","62500"
"67/77","109.6"
