
"Reference number","2023-00158425"
"Entity number","0427611929"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Nelson"
"Entity address street","Meerminlaan"
"Entity address number","36"
"Entity postal code","8300"
"Entity city","Knokke-Heist"
"Entity country","België"
"General assembly date","2023-06-16"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","171917.57"
"1341","1"
"454/9","83702.02"
"9062","948328.69"
"1213","15.5"
"1212","1"
"1211","15"
"10","346556.34"
"13","627603.79"
"14","320200.55"
"17","2272153.17"
"3","11972"
"1103","22.5"
"1102","1"
"1101","22"
"1343","1.5"
"1342","1"
"22","931871.17"
"23","1700249.62"
"24","1169.78"
"26","531115.70"
"28","88.21"
"75/76B","1.83"
"9087","19.9"
"130","34655.63"
"133","592948.16"
"6921","95932.41"
"1011","23013"
"694/7","46860.20"
"1003","19.9"
"1002","1.4"
"1001","19.6"
"130/1","34655.63"
"8129P","12228.49"
"41","171917.57"
"42","242593.39"
"44","140740.40"
"45","133722.62"
"46","26451"
"1022","26508.42"
"1021","695596.54"
"14P","320200.55"
"791/2","46860.20"
"1013","23890"
"1012","877"
"8329","4649463.48"
"22/27","3164406.27"
"1023","722104.96"
"12001","7"
"12003","7"
"8199P","7370117.63"
"10/49","4156881.46"
"62","722104.96"
"65","88818.73"
"21/28","3164494.48"
"20/58","4156881.46"
"10/11","346556.34"
"10/15","1294360.68"
"75","1.83"
"170/4","2272153.17"
"1003P","19.1"
"1053","22.5"
"1052","1"
"1051","22"
"8395P","88.21"
"12101","15"
"8912","685734.92"
"8913","1586418.25"
"12103","15.5"
"12102","1"
"450/3","50020.60"
"54/58","756397.48"
"630","330895.11"
"65/66B","88818.73"
"8129","12228.49"
"8922","948328.69"
"8059P","12228.49"
"691/2","95932.41"
"8329P","4318568.37"
"1013P","22716"
"9903","110408.54"
"9900","1307419.06"
"9901","199225.44"
"9906","416132.96"
"9904","95932.41"
"9905","95932.41"
"42/48","590367.61"
"91711","300000"
"8279","330895.11"
"2053","15.8"
"2052","2"
"8395","88.21"
"2051","15"
"892","948328.69"
"440/4","140740.40"
"8169","443752.12"
"47/48","46860.20"
"1023P","645581.74"
"172/3","705735.30"
"8059","12228.49"
"640/8","55193.55"
"490/1","52099.93"
"3053","15"
"3051","15"
"30/36","11972"
"29/58","992386.98"
"17/49","2862520.78"
"8199","7813869.75"
"91631","470997.70"
"694","46860.20"
"174/0","1566417.87"
"100","346556.34"
"1203","7"
"1323","21"
"1201","7"
"1321","21"
"67/77","14476.13"
