
"Reference number","2025-00093710"
"Entity number","0671723218"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","WEVACO"
"Entity address street","Lichtenberglaan (Brustem Industriepark)"
"Entity address number","2090"
"Entity postal code","3800"
"Entity city","Sint-Truiden"
"Entity country","België"
"General assembly date","2025-04-24"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Naamloze vennootschap"
"40/41","212454.33"
"492/3","8411.63"
"9062","2765937.94"
"10","1857307.92"
"13","3629397.59"
"17","4040453.09"
"22","9598429.72"
"23","54245.33"
"27","225000"
"130","185730.79"
"133","3443666.8"
"6921","615537.55"
"694/7","500000"
"130/1","185730.79"
"40","129250"
"41","83204.33"
"42","504066.85"
"44","226610.8"
"791/2","500000"
"8329","1904613.27"
"22/27","9877675.05"
"8199P","11501188.32"
"10/49","10815351.62"
"65","58743.14"
"21/28","9877675.05"
"20/58","10815351.62"
"10/11","1857307.92"
"10/15","5486705.51"
"170/4","3890453.09"
"178/9","150000"
"8912","2854731.09"
"8913","1185722"
"54/58","717590.76"
"630","475179.69"
"65/66B","58743.14"
"8922","2765937.94"
"691/2","615537.55"
"8329P","1429433.58"
"9903","820716.73"
"9900","1392478.94"
"9901","879459.87"
"9906","615537.55"
"9904","615537.55"
"9905","615537.55"
"42/48","1279781.39"
"8279","475179.69"
"892","2765937.94"
"440/4","226610.8"
"8169","281100"
"47/48","549103.74"
"172/3","3890453.09"
"91611","6011410.85"
"640/8","37839.38"
"490/1","7631.48"
"29/58","937676.57"
"17/49","5328646.11"
"8199","11782288.32"
"694","500000"
"91621","25000"
"9295","49103.74"
"100","1857307.92"
"67/77","205179.18"
