
"Reference number","2023-00425944"
"Entity number","0444309389"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","LA BRASSERIE DU GRAND MAUR"
"Entity address street","Rue de Barisart"
"Entity address number","209"
"Entity postal code","4900"
"Entity city","Spa"
"Entity country","Belgique"
"General assembly date","2023-05-27"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","186950.06"
"454/9","717.79"
"111","31000"
"1213","1.8"
"1212","7"
"1211","1"
"13","11000"
"14","26728.68"
"17","382032.70"
"3","8571"
"1103","2.9"
"1102","9"
"1101","1"
"22","174591.66"
"23","3053.16"
"24","2479.71"
"25","210965.72"
"26","6492.03"
"28","300.71"
"9087","2.7"
"132","11000"
"1113","0.1"
"1112","1"
"1011","157"
"694/7","28000"
"1003","2.7"
"1002","10.7"
"1001","0.5"
"8129P","37184.03"
"41","186950.06"
"42","30675.58"
"44","93421.41"
"45","9031.51"
"1022","57680.83"
"1021","3066.67"
"14P","17056.50"
"1013","3110"
"1012","2953"
"8329","557544.72"
"22/27","397582.28"
"1023","60747.50"
"12002","3"
"12003","1.2"
"8199P","905577.68"
"10/49","611889.88"
"62","60747.50"
"65","23820.91"
"21/28","397882.99"
"20/58","611889.88"
"10/11","31000"
"10/15","68728.68"
"170/4","382032.70"
"1003P","1.5"
"1053","3"
"1052","10"
"1051","1"
"8395P","300.71"
"12101","1"
"8912","134972.55"
"8913","247060.15"
"12103","1.8"
"12102","7"
"450/3","8313.72"
"54/58","2097.33"
"630","38431.86"
"65/66B","23820.91"
"8129","37184.03"
"8059P","37184.03"
"8329P","519112.86"
"1013P","1858"
"9903","38559.01"
"9900","165668.24"
"9901","62379.92"
"9906","54728.68"
"9904","37672.18"
"9905","37672.18"
"42/48","161128.50"
"8279","38431.86"
"2053","5.4"
"2052","27"
"8395","300.71"
"2051","1"
"440/4","93421.41"
"8169","49549.32"
"47/48","28000"
"1023P","33425.14"
"172/3","382032.70"
"8059","37184.03"
"640/8","4108.96"
"50/53","16215.10"
"490/1","173.40"
"3053","4.4"
"3052","27"
"30/36","8571"
"29/58","214006.89"
"17/49","543161.20"
"8199","955127"
"695","28000"
"1203","1.2"
"1202","3"
"1323","3"
"1322","10"
"1321","1"
"67/77","886.83"
