
"Reference number","2023-00530311"
"Entity number","0437854238"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m07-f"
"Deposit type","Correction"
"Language","fr"
"Currency","EUR"
"Entity name","PANORAMAHOTEL"
"Entity address street","Au-dessus de la Ville"
"Entity address number","4"
"Entity postal code","6830"
"Entity city","Bouillon"
"Entity country","Belgique"
"General assembly date","2022-05-06"
"Liquidation flag","FALSE"
"Correction flag","TRUE"
"Legal form","Société anonyme"
"40/41","27142.00"
"492/3","9667"
"454/9","35998.85"
"10","450000"
"13","354100.17"
"14","514562.49"
"15","126787.46"
"17","112864.1"
"3","15866.36"
"22","179718.98"
"23","34891.91"
"24","16620.29"
"26","17926.34"
"75/76B","40917.39"
"130","40000"
"132","13972.06"
"133","300000"
"6921","100000"
"130/1","40128.11"
"8129P","226145.58"
"40","13245.64"
"41","13896.36"
"44","10428.46"
"45","111810.34"
"46","800"
"14P","413031.84"
"8329","1687323.82"
"22/27","249157.52"
"8199P","1881344.13"
"62","186841.65"
"10/49","1805366.87"
"65","16472.49"
"21/28","249157.52"
"20/58","1805366.87"
"10/11","450000"
"10/15","1445450.12"
"75","40917.39"
"170/4","112864.1"
"450/3","75811.49"
"54/58","1108845.24"
"630","67022.81"
"65/66B","16472.49"
"8129","226145.58"
"8059P","226145.58"
"691/2","100000"
"8329P","1620301.01"
"9903","291227.17"
"9900","530590.7"
"9901","266782.27"
"9906","614562.49"
"9904","201530.65"
"9905","201530.65"
"42/48","237385.65"
"8279","67022.81"
"440/4","10428.46"
"8169","55137.21"
"47/48","114346.85"
"172/3","112864.10"
"8059","226145.58"
"640/8","9943.97"
"50/53","400000"
"490/1","4355.75"
"30/36","15866.36"
"29/58","1556209.35"
"17/49","359916.75"
"8199","1936481.34"
"1319","128.11"
"100","450000"
"67/77","89696.52"
