
"Reference number","2022-20082251"
"Entity number","0427810976"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","Société d'Hôtellerie et de Restauration de Gesves"
"Entity address street","Pourrain"
"Entity address number","4"
"Entity postal code","5340"
"Entity city","Gesves"
"Entity country","Belgique"
"General assembly date","2022-05-31"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","2061.64"
"11","18600"
"13","94351.21"
"14","-78901.64"
"3","8550.74"
"21","21702.18"
"23","4143.05"
"24","487"
"28","24.79"
"133","92492.01"
"130/1","1859.2"
"8129P","80.88"
"40","1675"
"41","386.64"
"44","2127.67"
"14P","-78390.79"
"8329","148773.02"
"22/27","4630.05"
"8199P","151712.1"
"10/49","39182.29"
"65","63"
"21/28","26357.02"
"20/58","39182.29"
"10/11","18600"
"10/15","34049.57"
"8395P","24.79"
"54/58","1071.80"
"630","871.71"
"65/66B","63"
"8129","320.88"
"8059P","22023.06"
"8329P","148141.31"
"9903","-510.85"
"9900","1271.60"
"9901","-447.85"
"9906","-78901.64"
"9904","-510.85"
"9905","-510.85"
"42/48","5132.72"
"8279","631.71"
"8395","24.79"
"440/4","2127.67"
"8169","1690.97"
"47/48","3005.05"
"8059","22023.06"
"640/8","847.74"
"490/1","1141.09"
"1109/19","18600"
"30/36","8550.74"
"29/58","12825.27"
"8079","240"
"17/49","5132.72"
"8199","153403.07"
"1311","1859.2"
