
"Reference number","2024-00356269"
"Entity number","0446813474"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","CAMPING LOHAN"
"Entity address street","Route d'Houffalize"
"Entity address number","20A"
"Entity postal code","6980"
"Entity city","La Roche-en-Ardenne"
"Entity country","Belgique"
"General assembly date","2024-06-29"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","13311.52"
"492/3","2351.68"
"454/9","3878.55"
"110","18600"
"13","156418.3"
"14","298105.45"
"15","44537.02"
"3","99.46"
"23","61958.14"
"24","59149.85"
"26","135845.19"
"27","38486.82"
"28","141.22"
"75/76B","5921.05"
"133","156418.3"
"1011","18"
"1003","0.7"
"1002","1.4"
"8319","12850"
"40","289.55"
"41","13021.97"
"44","508.68"
"45","4478.55"
"1022","34756.71"
"1021","331.37"
"14P","220845.62"
"1013","1906"
"1012","1888"
"8329","402785.39"
"22/27","295440.00"
"1023","35088.08"
"8199P","595088.03"
"62","35088.08"
"10/49","526658.56"
"65","1536.9"
"21/28","295581.22"
"20/58","526658.56"
"10/11","18600"
"10/15","517660.77"
"75","5921.05"
"8395P","141.22"
"450/3","600"
"54/58","214955.17"
"630","47367.72"
"65/66B","1536.9"
"753","5416.87"
"8329P","342567.67"
"9903","92259.83"
"9900","193054.44"
"9901","87875.68"
"9906","298105.45"
"9904","77259.83"
"9905","77259.83"
"42/48","6646.11"
"8279","47367.72"
"2053","10.8"
"2052","17"
"2051","1"
"8395","141.22"
"440/4","508.68"
"8169","90287.36"
"47/48","1658.88"
"640/8","22722.96"
"490/1","2711.19"
"8189","12850"
"3053","10.8"
"3052","17"
"3051","1"
"30/36","99.46"
"29/58","231077.34"
"17/49","8997.79"
"8199","698225.39"
"67/77","15000"
