
"Reference number","2026-00028732"
"Entity number","0472002988"
"Accounting period start date","2024-07-01"
"Accounting period end date","2025-06-30"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Libimmo"
"Entity address street","Smisstraat"
"Entity address number","84"
"Entity postal code","3620"
"Entity city","Lanaken"
"Entity country","België"
"General assembly date","2025-12-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","4670.47"
"492/3","3461.73"
"110","20000"
"14","-238503.31"
"17","84714.85"
"26","4154.25"
"28","49.58"
"75/76B","0.35"
"40","4670.36"
"41","0.11"
"44","1716"
"45","73.99"
"46","1344"
"14P","-278337.5"
"8329","5410.04"
"22/27","4154.25"
"8199P","9564.29"
"10/49","9660.78"
"65","82.92"
"21/28","4203.83"
"20/58","9660.78"
"10/11","20000"
"10/15","-218503.31"
"75","0.35"
"170/4","84714.85"
"8395P","49.58"
"8912","84714.85"
"450/3","73.99"
"54/58","786.48"
"630","1195.54"
"65/66B","82.92"
"8329P","4214.5"
"9903","39834.19"
"9900","42049.26"
"9901","39916.76"
"9906","-238503.31"
"9904","39834.19"
"9905","39834.19"
"42/48","139987.51"
"8279","1195.54"
"8395","49.58"
"47/48","136853.52"
"640/8","936.96"
"29/58","5456.95"
"441","1716"
"17/49","228164.09"
"8199","9564.29"
"174/0","84714.85"
