
"Reference number","2022-20033055"
"Entity number","0542876930"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Noord-Zuid"
"Entity address street","Houthalenseweg"
"Entity address number","159"
"Entity postal code","3520"
"Entity city","Zonhoven"
"Entity country","België"
"General assembly date","2022-04-29"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","1534.05"
"111","18600"
"13","29713.01"
"14","-31.61"
"3","277.29"
"22","2475.85"
"24","16862.80"
"75/76B","3.02"
"133","27853.01"
"1003","0.8"
"1002","3"
"130/1","1860"
"8129P","3296.19"
"40","894.66"
"41","639.39"
"44","955.57"
"45","3097.28"
"1022","14499.97"
"14P","-658.19"
"1013","1047"
"1012","1047"
"8329","81368.59"
"22/27","19338.65"
"1023","14499.97"
"8199P","97711.79"
"62","14499.97"
"10/49","61902.63"
"65","726.97"
"21/28","19338.65"
"20/58","61902.63"
"10/11","18600"
"10/15","48281.40"
"75","3.02"
"1003P","0.8"
"450/3","3097.28"
"54/58","40483.88"
"630","11945.91"
"65/66B","726.97"
"8129","3296.19"
"8059P","3296.19"
"8329P","69422.68"
"1013P","1206"
"9903","737.19"
"9900","29193.6"
"9901","1461.14"
"9906","-31.61"
"9904","626.58"
"9905","626.58"
"42/48","13621.23"
"8279","11945.91"
"2053","8.8"
"2052","35"
"440/4","955.57"
"8169","2995.45"
"47/48","9568.38"
"1023P","16144"
"8059","3296.19"
"640/8","1286.58"
"490/1","268.76"
"3053","8.8"
"3052","35"
"30/36","277.29"
"29/58","42563.98"
"17/49","13621.23"
"8199","100707.24"
"1311","1860"
"67/77","110.61"
