
"Reference number","2022-20515685"
"Entity number","0434409550"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","HOTEL BEAU SITE"
"Entity address street","Rue Abbé Dossogne, Hockai"
"Entity address number","27"
"Entity postal code","4970"
"Entity city","Stavelot"
"Entity country","Belgique"
"General assembly date","2022-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","11262.21"
"454/9","2691.11"
"10","62000.00"
"13","158351.03"
"14","498530.56"
"16","8866.28"
"3","21117.91"
"22","394789.34"
"23","40129.87"
"24","16321.39"
"75/76B","10818.28"
"9087","9"
"130","6197.34"
"132","14500.00"
"133","137653.69"
"6921","100000.00"
"694/7","17142.85"
"130/1","6197.34"
"40","10317.95"
"41","944.26"
"44","34552.34"
"45","21558.08"
"14P","545047.01"
"8329","453561.71"
"160","8866.28"
"22/27","451240.60"
"8199P","880186"
"62","132035.74"
"10/49","798031.36"
"65","3983.53"
"21/28","451240.60"
"20/58","798031.36"
"70","640713.27"
"10/11","62000.00"
"10/15","718881.59"
"75","10818.28"
"450/3","18866.97"
"54/58","314410.64"
"630","55739.71"
"65/66B","3983.53"
"160/5","8866.28"
"691/2","100000.00"
"8329P","397822"
"9903","104024.33"
"9900","289573.02"
"9901","97189.58"
"9906","615673.41"
"9904","70626.40"
"9905","70626.40"
"60/61","351140.25"
"42/48","70283.49"
"8279","55739.71"
"440/4","34552.34"
"8169","24616.31"
"47/48","14173.07"
"640/8","4607.99"
"30/36","21117.91"
"29/58","346790.76"
"17/49","70283.49"
"8199","904802.31"
"694","17142.85"
"100","62000.00"
"67/77","33397.93"
