
"Reference number","2022-20341850"
"Entity number","0454050664"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m01-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","ZOLTAN"
"Entity address street","RUE RAYMOND-GEENEN"
"Entity address number","147"
"Entity postal code","4020"
"Entity city","Bressoux"
"Entity country","Belgique"
"General assembly date","2022-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société privée à responsabilité limitée"
"40/41","30136.18"
"10","18592.01"
"14","-53831.91"
"23","655.62"
"28","743.68"
"41","30136.18"
"44","6186.71"
"45","1072.22"
"14P","-45434.56"
"8329","39776.23"
"22/27","655.62"
"8199P","39771"
"10/49","36807.56"
"21/28","1399.3"
"20/58","36807.56"
"10/11","18592.01"
"10/15","-35239.9"
"8395P","744"
"8375","0.32"
"450/3","1072.22"
"54/58","5272.08"
"630","585.23"
"8329P","39191"
"9903","-8397.35"
"9900","-7137.22"
"9901","-8397.35"
"9906","-53831.91"
"9904","-8397.35"
"9905","-8397.35"
"42/48","72047.46"
"8279","585.23"
"8395","743.68"
"440/4","6186.71"
"8169","660.85"
"47/48","64788.53"
"640/8","674.9"
"29/58","35408.26"
"17/49","72047.46"
"8199","40431.85"
"100","18592.01"
