
"Reference number","2023-00139027"
"Entity number","0453627725"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m07-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","LE RELAIS DE CHARLINETTE"
"Entity address street","Rue de Baulet"
"Entity address number","180"
"Entity postal code","5140"
"Entity city","Sombreffe"
"Entity country","Belgique"
"General assembly date","2023-06-07"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société anonyme"
"40/41","114.61"
"492/3","1843.31"
"10","62060"
"13","6200"
"14","43843.57"
"17","51407.01"
"3","99"
"22","150268.9"
"24","2058.31"
"130","6200"
"130/1","6200"
"41","114.61"
"42","10828.37"
"44","270.05"
"45","14.79"
"14P","47445.49"
"8329","278142.98"
"22/27","152327.21"
"8199P","430470.19"
"10/49","176722.84"
"65","1792.34"
"21/28","152327.21"
"20/58","176722.84"
"10/11","62060"
"10/15","112103.57"
"170/4","51407.01"
"450/3","14.79"
"54/58","24182.02"
"630","19393.18"
"65/66B","1792.34"
"8329P","258749.8"
"9903","-3601.92"
"9900","19096.28"
"9901","-1809.58"
"9906","43843.57"
"9904","-3601.92"
"9905","-3601.92"
"42/48","11368.95"
"8279","19393.18"
"440/4","270.05"
"47/48","255.74"
"172/3","51407.01"
"640/8","1512.68"
"30/36","99"
"29/58","24395.63"
"17/49","64619.27"
"8199","430470.19"
"100","62060"
