
"Reference number","2022-20372913"
"Entity number","0598707754"
"Accounting period start date","2021-01-01"
"Accounting period end date","2021-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","UP & CUT"
"Entity address street","Chemin des Chasseurs"
"Entity address number","10"
"Entity postal code","1380"
"Entity city","Lasne"
"Entity country","Belgique"
"General assembly date","2022-06-07"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","51712.11"
"454/9","529.01"
"111","6200"
"13","1000"
"14","45512.31"
"17","92347.87"
"1103","1"
"1101","1"
"21","7500"
"23","128057.23"
"24","58315.61"
"26","27995.22"
"12011","2"
"1113","1"
"1111","1"
"12013","2"
"1011","2716"
"1003","1.8"
"1001","1.8"
"130/1","1000"
"8129P","15000"
"40","32978.12"
"41","18733.99"
"42","34136.9"
"44","13967.57"
"45","5180.7"
"1021","34987.18"
"14P","51142.5"
"1013","2716"
"8329","228541.78"
"22/27","214368.06"
"1023","34987.18"
"8199P","373370.24"
"62","34987.18"
"10/49","284476.61"
"65","2207.05"
"21/28","221868.06"
"20/58","284476.61"
"10/11","6200"
"10/15","52712.31"
"170/4","92347.87"
"1053","2"
"1051","2"
"450/3","4651.69"
"54/58","9207.93"
"630","52431.42"
"65/66B","2207.05"
"8129","17500"
"8059P","25000"
"8329P","178610.36"
"9903","-5438.45"
"9900","85982.87"
"9901","-3231.4"
"9906","45512.31"
"9904","-5630.19"
"9905","-5630.19"
"42/48","139416.43"
"8279","49931.42"
"440/4","13967.57"
"8169","69539.6"
"47/48","86131.26"
"172/3","88122.88"
"8059","25000"
"640/8","1795.67"
"490/1","1688.51"
"29/58","62608.55"
"8079","2500"
"17/49","231764.3"
"8199","442909.84"
"1311","1000"
"174/0","4224.99"
"1203","2"
"1323","2"
"1201","2"
"1321","2"
"67/77","191.74"
