
"Reference number","2023-00515028"
"Entity number","0476585249"
"Accounting period start date","2022-04-01"
"Accounting period end date","2023-03-31"
"Model code","m81-f"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","Site 78"
"Entity address street","Hoogstraat"
"Entity address number","78"
"Entity address box","A"
"Entity postal code","2870"
"Entity city","Puurs-Sint-Amands"
"Entity country","België"
"General assembly date","2023-09-08"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Besloten vennootschap"
"40/41","562380"
"492/3","1520460"
"454/9","319"
"111","6200"
"13","188616"
"14","26302"
"17","1008636"
"3","1497655"
"21","200"
"22","1370438"
"23","22528"
"24","73724"
"75/76B","2826"
"9087","0.1"
"133","186756"
"1011","442"
"1003","0.1"
"1001","0.1"
"130/1","1860"
"8129P","700"
"40","495279"
"41","67101"
"42","440393"
"43","29075"
"44","180997"
"45","110541"
"14P","57483"
"1013","457"
"1012","15"
"8329","664261"
"22/27","1466690"
"1023","8268"
"8199P","2000161"
"62","8268"
"10/49","3535141"
"65","54426"
"21/28","1466890"
"20/58","3535141"
"10/11","6200"
"10/15","221118"
"75","2826"
"170/4","1008636"
"1003P","0.2"
"8912","461055"
"8913","547581"
"450/3","110222"
"54/58","3398"
"630","141444"
"65/66B","54426"
"8129","800"
"8059P","1000"
"8329P","522917"
"1013P","350"
"9903","-30805"
"9900","185273"
"9901","20795"
"9906","26302"
"9904","-31181"
"9905","-31181"
"42/48","784927"
"8279","141344"
"2053","52.2"
"2052","5"
"2051","49"
"440/4","180997"
"8169","130790"
"47/48","23921"
"1023P","6464"
"172/3","858636"
"8059","1000"
"640/8","14766"
"490/1","4818"
"3053","52.8"
"3052","6"
"3051","49"
"29/58","2068251"
"30/36","1497655"
"8079","100"
"17/49","3314023"
"8199","2130951"
"430/8","29075"
"1311","1860"
"174/0","150000"
"67/77","376"
