
"Reference number","2026-00061402"
"Entity number","0656615467"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","AU PLAISIR..."
"Entity address street","rue des Gaux"
"Entity address number","72"
"Entity postal code","5540"
"Entity city","Hastière"
"Entity country","Belgique"
"General assembly date","2025-06-02"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société privée à responsabilité limitée"
"40/41","3847.66"
"454/9","3567.37"
"111","18596.26"
"14","-143391.99"
"17","132984.34"
"21","12475.37"
"22","118853.69"
"23","3409.91"
"24","5778.9"
"26","4854.97"
"28","180"
"75/76B","407.96"
"8129P","11466.44"
"41","3847.66"
"42","20335.72"
"43","27.49"
"44","8490.02"
"45","6297.64"
"46","141.51"
"14P","-150145.19"
"8329","135747.88"
"22/27","132897.47"
"8199P","265234.51"
"62","18828.02"
"10/49","159664.6"
"65","4493.88"
"21/28","145552.84"
"20/58","159664.6"
"10/11","18596.26"
"10/15","-124795.73"
"75","407.96"
"170/4","132984.34"
"8395P","180"
"450/3","2730.27"
"54/58","10264.1"
"630","14060.18"
"65/66B","4493.88"
"8129","13249.15"
"8059P","25724.52"
"8329P","123470.41"
"9903","9610.86"
"9900","47974.53"
"9901","13696.78"
"9906","-143391.99"
"9904","6753.2"
"9905","6753.2"
"42/48","151475.99"
"8279","12277.47"
"8395","180"
"440/4","8490.02"
"8169","3410.84"
"47/48","116183.61"
"172/3","132984.34"
"8059","25724.52"
"640/8","1389.55"
"439","27.49"
"29/58","14111.76"
"8079","1782.71"
"17/49","284460.33"
"8199","268645.35"
"67/77","2857.66"
