
"Reference number","2025-00122994"
"Entity number","0507631583"
"Accounting period start date","2024-01-01"
"Accounting period end date","2024-12-31"
"Model code","m87-f"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","NATIFLORA"
"Entity address street","Boulevard de la Sauvenière"
"Entity address number","122"
"Entity address box","14"
"Entity postal code","4000"
"Entity city","Liège"
"Entity country","Belgique"
"General assembly date","2025-06-02"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Société à responsabilité limitée"
"40/41","16723.61"
"492/3","4903.28"
"454/9","1150"
"110","18600"
"8455P","0"
"8525","0"
"13","68744.5"
"14","24278.09"
"17","309237.98"
"20","564.09"
"21","0"
"22","473109.21"
"23","5631.94"
"24","2583.93"
"27","169886.96"
"28","780"
"8555","0"
"75/76B","1.27"
"133","68744.5"
"6921","590.03"
"694/7","1666"
"8129P","36186.18"
"40","13151.59"
"41","3572.02"
"42","23942.13"
"43","230899.87"
"44","13219.08"
"45","3309.48"
"8455","0"
"14P","25944.09"
"8329","195561.7"
"22/27","651212.04"
"8199P","669902.83"
"10/49","698800.41"
"8555P","0"
"65","16780.8"
"21/28","651992.04"
"20/58","698800.41"
"10/11","18600"
"10/15","111622.59"
"75","1.27"
"170/4","234864.3"
"178/9","74373.68"
"8395P","780"
"8259","0"
"450/3","2159.48"
"54/58","25325.12"
"630","31837.36"
"65/66B","16780.8"
"8129","40000"
"8059P","40000"
"691/2","590.03"
"8329P","168655.39"
"9903","1727.55"
"9900","55108.43"
"9901","18507.08"
"9906","26534.12"
"9904","590.03"
"9905","590.03"
"42/48","273036.56"
"8279","26906.31"
"8395","780"
"440/4","13219.08"
"8169","176870.91"
"47/48","1666"
"172/3","234864.3"
"8525P","0"
"91611","549778.56"
"8059","40000"
"640/8","4763.99"
"490/1","4195.55"
"29/58","46244.28"
"8079","3813.82"
"17/49","587177.82"
"8199","846773.74"
"430/8","230899.87"
"694","1666"
"8259P","0"
"91621","50000"
"67/77","1137.52"
